,Degree Centrality,Closeness Centrality,Betweenness Centrality
ur.0644734241.26,17.0,0.0006436063867663576,0.0007394626571358151
ur.0622103742.13,3.0,0.00013693752909922494,0.0001643250349190699
ur.01236527401.79,24.0,0.00019171254073891488,0.00030126256401829485
ur.0643123145.60,10.0,0.00023279379946868233,0.0001780187878289924
ur.01016217100.56,4.0,0.0,0.0
ur.01150713771.09,7.0,5.4775011639689975e-05,8.216251745953497e-05
ur.07543172037.78,16.0,0.00012324377618930246,9.585627036945747e-05
ur.01237565731.02,5.0,0.0,0.0
ur.0674466664.13,5.0,0.0,0.0
ur.01321362364.33,9.0,0.00015063128200914743,0.00023279379946868233
ur.0675134655.18,5.0,0.0,0.0
ur.01117032347.62,10.0,2.7387505819844987e-05,2.7387505819844987e-05
ur.012111125617.43,5.0,0.0,0.0
ur.0667346626.77,1.0,0.0,0.0
ur.01347123200.56,20.0,9.585627036945747e-05,0.0
ur.01224401441.18,7.0,0.0,0.0
ur.01153312772.17,25.0,0.0005340563634869775,0.00039711883438775243
ur.01202505271.83,7.0,0.0,0.0
ur.0761376034.55,7.0,0.0,0.0
ur.0655263500.08,13.0,0.0012324377618930255,0.0009859502095144203
ur.01254013113.27,16.0,0.00042450634020759745,0.0002464875523786048
ur.0750524661.10,7.0,0.0,0.0
ur.0724034436.28,27.0,0.0004792813518472875,0.00049297510475721
ur.014556260237.69,1.0,0.0,0.0
ur.01333150120.02,0.0,0.0,0.0
ur.015130170772.30,3.0,2.7387505819844987e-05,5.4775011639689975e-05
ur.01121065770.04,1.0,0.0,0.0
ur.01351561773.20,25.0,8.216251745953497e-05,1.3693752909922494e-05
ur.01052143063.40,28.0,0.0004792813518472875,0.0003834250814778299
ur.01221741634.15,37.0,0.0010133377153342654,0.001191356503163258
ur.0710443545.35,7.0,0.0,0.0
ur.0624650765.48,13.0,0.00012324377618930246,0.00015063128200914743
ur.01370634307.55,12.0,0.0,2.7387505819844987e-05
ur.01171767353.37,33.0,0.00027387505819844983,0.0002464875523786048
ur.01317712111.36,7.0,0.0,0.0
ur.014441351662.68,10.0,0.0,2.7387505819844987e-05
ur.01203131067.03,1.0,0.0,0.0
ur.01145165412.10,6.0,0.00013693752909922494,9.585627036945747e-05
ur.0743626712.97,1.0,0.0,0.0
ur.0714711616.39,1.0,0.0,0.0
ur.01041473401.96,3.0,0.0,0.0
ur.01026171637.47,3.0,0.0,0.0
ur.0765360702.39,21.0,0.0003834250814778299,0.0006846876454961251
ur.01161372272.89,3.0,0.0,0.0
ur.01302133057.88,1.0,0.0,0.0
ur.01301756167.46,18.0,6.846876454961247e-05,6.846876454961247e-05
ur.01300074367.63,19.0,0.0007394626571358151,0.0006709938925862026
ur.01063504173.21,6.0,0.0,0.0
ur.01142407546.03,48.0,0.0017117191137403134,0.0016843316079204684
ur.01127341021.77,90.0,0.0045737134719140765,0.005025607317941512
ur.0760523421.15,65.0,0.0018760441486593835,0.001985594171938763
ur.01171411675.35,6.0,0.0,0.0
ur.01104417227.04,36.0,0.0009585627036945753,0.0009996439624243428
ur.01234617771.82,10.0,0.0,0.0
ur.01154316241.08,26.0,0.0010270314682441879,0.001136581491523568
ur.01351431405.22,10.0,0.0,0.0
ur.01160437757.07,10.0,0.0,0.0
ur.01311531430.05,18.0,0.00015063128200914743,4.108125872976748e-05
ur.0773565631.36,10.0,0.0,0.0
ur.01241452573.15,10.0,0.0,0.0
ur.01212542711.15,10.0,0.0,0.0
ur.01261334164.15,10.0,0.0,0.0
ur.01216003002.60,10.0,0.0,0.0
ur.01311665415.18,48.0,0.0008216251745953502,0.0008079314216854277
ur.01173070107.43,61.0,0.00039711883438775243,0.00041081258729767494
ur.01325155651.91,41.0,0.0008216251745953502,0.0007120751513159701
ur.01330577423.11,25.0,0.0,0.0
ur.01210317723.70,25.0,0.0,0.0
ur.01220147366.69,25.0,0.0,0.0
ur.01245674170.92,25.0,0.0,0.0
ur.01320102607.56,25.0,0.0,0.0
ur.01214415102.98,25.0,0.0,0.0
ur.0632025607.22,25.0,0.0,0.0
ur.01120510442.11,61.0,0.00041081258729767494,0.0003560375756579849
ur.0700141007.14,25.0,0.0,0.0
ur.01241353216.30,25.0,0.0,0.0
ur.016032665037.18,25.0,0.0,0.0
ur.01130616007.26,25.0,0.0,0.0
ur.01326040544.97,25.0,0.0,0.0
ur.01062502607.22,25.0,0.0,0.0
ur.0635130675.42,25.0,0.0,0.0
ur.015213303743.95,25.0,0.0,0.0
ur.01176731207.88,25.0,0.0,0.0
ur.01012033756.89,25.0,0.0,0.0
ur.01073266707.61,25.0,0.0,0.0
ur.01245044407.87,25.0,0.0,0.0
ur.010106435425.42,25.0,0.0,0.0
ur.01201116611.55,25.0,0.0,0.0
ur.01227065316.86,25.0,0.0,0.0
ur.014044356462.48,25.0,0.0,0.0
ur.01001766475.95,34.0,0.004245063402075941,0.004190288390436252
ur.01351354635.33,6.0,0.0,0.0
ur.01240473220.50,6.0,0.0,0.0
ur.01213074275.84,6.0,0.0,0.0
ur.0707242143.09,17.0,6.846876454961247e-05,4.108125872976748e-05
ur.01307571104.09,54.0,0.0034097444745706815,0.0031358694163722356
ur.01122604435.71,39.0,0.0012598252677128705,0.0011776627502533355
ur.01074400364.26,12.0,0.0,0.0
ur.01363404044.50,42.0,5.4775011639689975e-05,0.00010955002327937996
ur.01123173562.99,12.0,0.0,0.0
ur.01362736265.22,68.0,0.0010407252211541104,0.0011776627502533355
ur.01251045114.33,12.0,0.0,0.0
ur.01010536256.24,12.0,0.0,0.0
ur.0710002614.13,12.0,0.0,0.0
ur.01142164704.50,12.0,0.0,0.0
ur.0646033754.97,12.0,0.0,0.0
ur.0762262354.70,12.0,0.0,0.0
ur.01367774270.01,12.0,0.0,0.0
ur.01256543312.05,37.0,6.846876454961247e-05,6.846876454961247e-05
ur.0724431446.32,101.0,0.0036836195327691274,0.0035056007449401376
ur.0714450771.51,15.0,0.0012598252677128705,0.0010270314682441879
ur.012464750744.60,17.0,0.0,0.0
ur.0617260043.47,22.0,0.0,0.0
ur.01106213154.52,17.0,0.0,0.0
ur.01072003437.36,17.0,0.0,0.0
ur.01321064225.67,1249.0,0.0035877632623996713,0.003382356968750837
ur.01103012332.43,17.0,0.0,0.0
ur.0656316246.26,17.0,0.0,0.0
ur.01254157220.25,17.0,0.0,0.0
ur.01051400466.56,101.0,1.3693752909922494e-05,1.3693752909922494e-05
ur.01115205001.21,127.0,0.00023279379946868233,0.0002601813052885273
ur.01066142337.60,56.0,0.0,1.3693752909922494e-05
ur.01175075661.17,17.0,0.0,0.0
ur.01235004225.73,101.0,0.0,1.3693752909922494e-05
ur.0661532143.92,120.0,0.0003560375756579849,0.0003286500698381399
ur.01007120644.31,17.0,0.0,0.0
