,Degree Centrality,Closeness Centrality,Betweenness Centrality
ur.01365144652.71,5.0,0.0,0.0
ur.01103630112.22,40.0,0.0013419877851724056,0.0011776627502533355
ur.01100244566.67,5.0,0.0,0.0
ur.01261146362.20,5.0,0.0,0.0
ur.01052722340.09,23.0,6.846876454961247e-05,6.846876454961247e-05
ur.01046655745.38,16.0,0.0,0.0
ur.01140123102.95,4.0,0.0,0.0
ur.011732236007.37,5.0,0.0,0.0
ur.01302131644.42,4.0,0.0,0.0
ur.010130645577.31,4.0,0.0,0.0
ur.013730377746.73,4.0,0.0,0.0
ur.01341635650.05,34.0,0.001136581491523568,0.0012050502560731805
ur.0652375164.24,12.0,0.0003834250814778299,0.0003697313285679074
ur.012145243657.15,7.0,0.0,0.0
ur.0733406777.10,27.0,0.0011502752444334905,0.0010407252211541104
ur.01144330067.55,7.0,0.0,0.0
ur.0664660710.07,7.0,0.0,0.0
ur.01250350433.24,17.0,0.00031495631692821736,0.0002601813052885273
ur.01202235233.91,40.0,0.0037931695560485057,0.003628844521129438
ur.01204256360.12,55.0,0.001163968997343413,0.001136581491523568
ur.0633011110.40,17.0,5.4775011639689975e-05,8.216251745953497e-05
ur.012007747702.20,2.0,0.0,0.0
ur.01222371474.23,0.0,0.0,0.0
ur.0753656334.61,2.0,0.0,0.0
ur.0744371753.92,2.0,0.0,0.0
ur.0623641026.30,127.0,0.016268178456987796,0.016774847314654985
ur.0716564753.52,71.0,0.0020540629364883744,0.0016843316079204684
ur.0761161311.58,12.0,6.846876454961247e-05,9.585627036945747e-05
ur.01046727470.96,7.0,0.0,0.0
ur.01277404470.15,7.0,0.0,0.0
ur.0764700153.56,97.0,0.006121107550735296,0.006271738832744441
ur.01130102637.26,7.0,0.0,0.0
ur.016613357417.18,26.0,0.00031495631692821736,0.0003423438227480624
ur.01173367704.75,63.0,0.00334127571002107,0.0036014570153095936
ur.01307571104.09,19.0,0.0007805439158655827,0.0009174814449648078
ur.0742703140.87,1.0,0.0,0.0
ur.01254731671.30,6.0,0.0,0.0
ur.013345751547.36,36.0,0.00060252512803659,0.0007394626571358151
ur.0661210403.45,8.0,0.0,0.0
ur.07703047112.85,8.0,0.0,0.0
ur.01144263047.55,48.0,0.000575137622216745,0.0004792813518472875
ur.01317331770.35,33.0,0.00031495631692821736,0.00027387505819844983
ur.01055224535.85,8.0,0.0,0.0
ur.01016550036.38,8.0,0.0,0.0
ur.01325243724.42,8.0,0.0,0.0
ur.010254226477.98,38.0,0.00027387505819844983,0.0003286500698381399
ur.01020476316.47,3.0,0.0,0.0
ur.0677704215.24,3.0,0.0,0.0
ur.0700554327.63,3.0,0.0,0.0
ur.01273361762.71,24.0,0.00049297510475721,0.0004792813518472875
ur.014137144137.31,17.0,5.4775011639689975e-05,6.846876454961247e-05
ur.0640227120.31,83.0,0.0035466820036699044,0.0034508257333004484
ur.01241311167.00,7.0,0.0,0.0
ur.0775017522.46,61.0,0.0021910004655875974,0.0019034316544792285
ur.01054512242.14,7.0,0.0,0.0
ur.0623262032.45,20.0,0.0003834250814778299,0.0003560375756579849
ur.013772744037.76,7.0,0.0,0.0
ur.0703577173.74,6.0,0.0,0.0
ur.01035646044.47,6.0,0.0,0.0
ur.0725260544.46,6.0,0.0,0.0
ur.01242715665.45,6.0,0.0,0.0
ur.01206344541.39,6.0,0.0,0.0
ur.01350520316.03,13.0,0.0003560375756579849,0.0005066688576671325
ur.0742434702.39,6.0,0.0,0.0
ur.0727642123.37,0.0,0.0,0.0
ur.0663735310.61,10.0,0.0,0.0
ur.01277402365.51,12.0,1.3693752909922494e-05,1.3693752909922494e-05
ur.01360132435.64,9.0,0.0,0.0
ur.0630240733.18,16.0,0.00020540629364883736,0.00021910004655875984
ur.01207677133.38,12.0,4.108125872976748e-05,2.7387505819844987e-05
ur.01126365241.80,10.0,0.0,0.0
ur.01267162113.26,82.0,0.0025333442883356547,0.0027524443348944114
ur.01114722642.03,10.0,0.0,0.0
ur.0763665661.61,9.0,0.0,0.0
ur.01032226720.41,31.0,0.0009448689507846528,0.0009585627036945753
ur.0627440513.79,12.0,2.7387505819844987e-05,0.00010955002327937996
ur.01347206376.01,16.0,0.0001780187878289924,0.00020540629364883736
ur.0623602276.26,11.0,0.0,0.0
ur.01131605621.36,11.0,0.0,0.0
ur.0740030676.87,11.0,0.0,0.0
ur.01315236720.64,11.0,0.0,0.0
ur.01054257276.97,11.0,0.0,0.0
ur.014754045111.46,33.0,0.002834606852353945,0.0029852381343630904
ur.0722231041.94,11.0,0.0,0.0
ur.01236621076.09,11.0,0.0,0.0
ur.014344224557.01,71.0,0.0027661380878043337,0.0027113630761646445
ur.016427361502.98,11.0,0.0,0.0
ur.01114015613.13,59.0,0.0009996439624243428,0.0013693752909922506
ur.016065232632.29,0.0,0.0,0.0
ur.01147654126.30,11.0,0.0,0.0
ur.013033762144.07,11.0,0.0,0.0
ur.07575225717.94,11.0,0.0,0.0
ur.016573462417.53,11.0,0.0,0.0
ur.016205524437.99,11.0,0.0,0.0
ur.010515035712.31,11.0,0.0,0.0
ur.01060560370.61,11.0,0.0,0.0
ur.0705060153.75,11.0,0.0,0.0
ur.0726004066.11,11.0,0.0,0.0
ur.016323064777.12,11.0,0.0,0.0
ur.0776004663.86,11.0,0.0,0.0
ur.01210345112.13,11.0,0.0,0.0
ur.01012477212.29,1.0,0.0,0.0
ur.0660362634.34,0.0,0.0,0.0
ur.013417056762.57,220.0,0.03932845835729986,0.039451702133489176
ur.01243355014.40,1.0,0.0,0.0
ur.01345742142.72,1.0,0.0,0.0
ur.01350724765.16,3.0,8.216251745953497e-05,0.00013693752909922494
ur.0706064472.83,1.0,0.0,0.0
ur.01343460671.11,37.0,0.0016706378550105459,0.0014926190671815532
ur.010146402053.61,4.0,0.0,0.0
ur.0640656307.32,4.0,0.0,0.0
ur.010743477572.37,15.0,0.00049297510475721,0.00043820009311751996
ur.0666167771.95,6.0,2.7387505819844987e-05,4.108125872976748e-05
ur.01264712410.39,24.0,0.0,0.0
ur.01140707621.49,24.0,0.0,0.0
ur.01333025610.97,37.0,0.0,2.7387505819844987e-05
ur.012212666457.88,42.0,0.00020540629364883736,0.00010955002327937996
ur.016235147257.92,37.0,6.846876454961247e-05,1.3693752909922494e-05
ur.01152334372.40,24.0,0.0,0.0
ur.0767534422.13,24.0,0.0,0.0
ur.01275770003.54,24.0,0.0,0.0
ur.01212244532.98,37.0,0.0,2.7387505819844987e-05
ur.07660024153.50,37.0,1.3693752909922494e-05,4.108125872976748e-05
ur.01207372474.52,24.0,0.0,0.0
ur.01340546410.08,24.0,0.0,0.0
ur.015500657757.43,48.0,0.0020129816777586075,0.001780187878289926
ur.011202351217.32,24.0,0.0,0.0
ur.016635340547.42,24.0,0.0,0.0
ur.01100335333.61,63.0,0.0010681127269739554,0.0010270314682441879
ur.015762115157.19,30.0,0.00012324377618930246,9.585627036945747e-05
ur.01031054713.01,24.0,0.0,0.0
ur.012277444647.06,24.0,0.0,0.0
ur.01150674471.78,24.0,0.0,0.0
ur.01142212643.38,37.0,1.3693752909922494e-05,5.4775011639689975e-05
ur.01164067746.07,77.0,0.0005066688576671325,0.00043820009311751996
ur.01347606002.04,24.0,0.0,0.0
ur.01226512071.46,24.0,0.0,0.0
ur.013556553217.46,24.0,0.0,0.0
ur.01045055413.57,10.0,0.00010955002327937996,0.0001643250349190699
ur.0577165356.48,40.0,0.002820913099444023,0.0026292005587051108
ur.0605262772.51,18.0,0.0010270314682441879,0.0009174814449648078
ur.016477645037.38,58.0,0.0056966012105277046,0.006011557527455917
ur.01320100220.13,27.0,0.0003697313285679074,0.000465587598937365
ur.01274635050.09,7.0,0.0,0.0
ur.01101453074.13,7.0,0.0,0.0
ur.01160367206.14,0.0,0.0,0.0
ur.01353732344.49,18.0,0.0,0.0
ur.015721013032.29,18.0,0.0,0.0
ur.0702655721.29,18.0,0.0,0.0
ur.0644542674.19,18.0,0.0,0.0
ur.0655735706.24,18.0,0.0,0.0
ur.01225557125.76,18.0,0.0,0.0
ur.01071005546.01,18.0,0.0,0.0
ur.054100644.64,18.0,0.0,0.0
ur.015045523741.66,18.0,0.0,0.0
ur.0767453110.92,18.0,0.0,0.0
ur.01220516633.69,18.0,0.0,0.0
ur.01015660737.75,18.0,0.0,0.0
ur.0663056606.74,18.0,0.0,0.0
ur.01147305754.74,18.0,0.0,0.0
ur.0602063147.34,18.0,0.0,0.0
ur.0775034226.30,18.0,0.0,0.0
ur.010546605654.81,18.0,0.0,0.0
ur.01175160625.00,18.0,0.0,0.0
ur.0712762505.21,18.0,0.0,0.0
ur.0577377672.78,14.0,0.0,0.0
ur.0715334346.05,14.0,0.0,0.0
ur.01053514274.48,11.0,0.0,0.0
ur.01201651604.60,11.0,0.0,0.0
ur.01106206615.82,11.0,0.0,0.0
ur.01146011346.80,11.0,0.0,0.0
ur.01163151151.13,14.0,0.0,0.0
ur.013430107622.50,11.0,0.0,0.0
ur.01321115342.30,11.0,0.0,0.0
ur.01143477146.95,11.0,0.0,0.0
ur.01245711311.66,11.0,0.0,0.0
ur.0662124444.03,14.0,0.0,0.0
ur.0705162113.54,8.0,0.0,0.0
ur.01051016463.89,8.0,0.0,0.0
ur.01067523713.06,8.0,0.0,0.0
ur.01031713613.36,8.0,0.0,0.0
ur.0667253136.28,8.0,0.0,0.0
ur.01267475561.53,8.0,0.0,0.0
ur.01100627554.69,8.0,0.0,0.0
ur.01137061166.30,8.0,0.0,0.0
ur.013211561057.09,73.0,0.0009722564566044978,0.0010681127269739554
ur.014304415612.51,1.0,0.0,0.0
ur.01371565421.62,16.0,0.0,0.0
ur.0767310646.59,10.0,0.00010955002327937996,0.00013693752909922494
ur.010444516134.23,22.0,0.000465587598937365,0.00039711883438775243
ur.01103343705.71,6.0,0.0,0.0
ur.01241220052.78,10.0,0.0004792813518472875,0.00042450634020759745
