Clustering coefficient,Avg DC,95% CI DC,Avg BC,95% CI BC,Avg CC,95% CI CC,Modularity,Number of nodes
0.9140971076174759,14.593808580151036,0.17834680668104186,89390.40913716458,6325.751073597212,0.060838814722868964,0.0004885382924122657,0.94992607560427,37342
