Clustering coefficient,Avg DC,95% CI DC,Avg BC,95% CI BC,Avg CC,95% CI CC,Modularity,Number of nodes
0.8965082949709025,20.98089151098001,0.3961507251881389,153169.99895116358,9389.32029301952,0.11124706869907967,0.0005389997593452902,0.8516934861216594,61020
