Clustering coefficient,Avg DC,95% CI DC,Avg BC,95% CI BC,Avg CC,95% CI CC,Modularity,Number of nodes
0.9119690784330756,56.077015764635,1.8618773732766103,106430.01220001988,6848.961710868015,0.10989790192753256,0.0006528648809947895,0.6317399001030409,39836
