Clustering coefficient,Avg DC,95% CI DC,Avg BC,95% CI BC,Avg CC,95% CI CC,Modularity,Number of nodes
0.9381568661513072,23.429950926072504,0.20178599205486009,133842.1622077991,8501.842976323811,0.11727237010416128,0.0005922519589606683,0.935278652728198,37902
