Clustering coefficient,Avg DC,95% CI DC,Avg BC,95% CI BC,Avg CC,95% CI CC,Modularity,Number of nodes
0.8814383740119864,10.69518595217157,0.18969999051535283,61649.96187342204,5042.47814114362,0.0771831866522808,0.0006438980266559414,0.8835464636863284,35251
