Clustering coefficient,Avg DC,95% CI DC,Avg BC,95% CI BC,Avg CC,95% CI CC,Modularity,Number of nodes
0.9176148701467906,22.65726401179941,0.4189946426862676,61511.065818584124,5505.06499387657,0.12883466451817185,0.0008972821618335747,0.8884659361706246,21696
