,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC,Min BC,Min DC,Min CC,Max BC,Max DC,Max CC
657,18,3,0.16666666666666666,15,0,98711.22282355026,21.38888888888889,0.1287398898645058,0.0,3.0,4.916501417591242e-05,1036433.3333333696,69.0,0.1959380853791104
658,15,3,0.2,12,0,166478.03028415266,18.333333333333332,0.10555115321876686,0.0,3.0,4.916501417591242e-05,1189748.257873946,70.0,0.18903632540166637
659,12,1,0.08333333333333333,11,0,10800.436045165441,15.25,0.12314794179316536,0.0,3.0,4.916501417591242e-05,129605.2325419853,41.0,0.18503637430654232
660,31,4,0.12903225806451613,27,0,78106.03202826761,13.774193548387096,0.11792684314917219,0.0,0.0,0.0,840805.7379608114,55.0,0.18988719230572887
661,12,1,0.08333333333333333,11,0,41997.12166419284,14.5,0.09076932736079668,0.0,1.0,3.2776676117274946e-05,348173.9310048721,48.0,0.1517633839926843
662,19,5,0.2631578947368421,14,0,381615.15744440333,35.89473684210526,0.138570967354478,0.0,0.0,0.0,3840506.666666668,340.0,0.21892205966556944
663,24,5,0.20833333333333334,19,0,223019.23747366117,17.458333333333332,0.10908947346087229,0.0,0.0,0.0,4046605.745058406,72.0,0.19967537433699045
664,24,2,0.08333333333333333,22,0,157147.71472405104,19.166666666666668,0.12431110543415165,0.0,0.0,0.0,987040.840214008,162.0,0.20788135987831655
665,20,6,0.3,14,0,35174.820592934826,17.6,0.11864385693176008,0.0,3.0,0.00011471836641046231,306505.91981493594,41.0,0.1855196286767001
666,17,3,0.17647058823529413,14,0,34572.16096258125,17.058823529411764,0.11601306006855357,0.0,2.0,3.2776676117274946e-05,365640.7234820522,53.0,0.17025783278017312
667,17,3,0.17647058823529413,14,0,384984.7084259205,40.88235294117647,0.1130615576678714,0.0,0.0,0.0,2517279.850603701,326.0,0.2177703496985719
668,12,1,0.08333333333333333,11,0,0.0,20.583333333333332,0.1327090841861862,0.0,4.0,0.00014749504252773726,0.0,117.0,0.18117573058822795
669,19,1,0.05263157894736842,18,0,8342.883353330486,13.789473684210526,0.09794262580896672,0.0,1.0,1.6388338058637473e-05,77596.61214310836,41.0,0.16504816870727326
670,28,8,0.2857142857142857,20,0,11694.118617769736,13.392857142857142,0.11179229949782735,0.0,1.0,1.6388338058637473e-05,278087.4344348853,40.0,0.1830834892176679
