,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC,Min BC,Min DC,Min CC,Max BC,Max DC,Max CC
0,5931,503,0.08480863260832912,5428,0,67028.30284623573,10.528241443264205,0.07541106398404657,0.0,0.0,0.0,25497152.68430372,394.0,0.1908839468647696
1,30,2,0.06666666666666667,28,0,49436.3412439625,11.733333333333333,0.07784513101554671,0.0,0.0,0.0,853349.6787529588,96.0,0.15743689069006092
2,24,2,0.08333333333333333,22,0,139803.63140745505,15.375,0.09271391938438593,0.0,0.0,0.0,2978445.620897637,75.0,0.18139282899918407
3,18,1,0.05555555555555555,17,0,2558.17064486546,7.166666666666667,0.06480540829452536,0.0,0.0,0.0,44122.0,58.0,0.1549937746256704
4,17,0,0.0,17,0,5883.153718226529,7.470588235294118,0.06383288236353915,0.0,0.0,0.0,55825.61320985099,44.0,0.14516887312842766
5,25,3,0.12,22,0,20083.08983844381,6.04,0.03576791303258873,0.0,0.0,0.0,226283.75085954354,36.0,0.1324617154319059
6,12,0,0.0,12,0,0.0,3.5,0.060283900280173046,0.0,0.0,0.0,0.0,8.0,0.12539891212016774
7,23,1,0.043478260869565216,22,0,23770.524622283774,10.391304347826088,0.08663621242565822,0.0,0.0,0.0,233711.77360993257,83.0,0.15472522796350582
8,34,1,0.029411764705882353,33,0,1956.877575401466,9.588235294117647,0.08262231771148151,0.0,0.0,0.0,40603.738469941854,55.0,0.16208753799389802
9,44,5,0.11363636363636363,39,0,43114.51898627105,9.909090909090908,0.08952047868671514,0.0,0.0,0.0,641068.8356181813,76.0,0.14404614636740393
10,29,6,0.20689655172413793,23,0,26246.439657278832,6.068965517241379,0.06359099367792548,0.0,0.0,0.0,538000.2145964922,21.0,0.15159861533263755
11,31,2,0.06451612903225806,29,0,106901.2147476437,9.129032258064516,0.07714176364827427,0.0,0.0,0.0,1325952.2647149854,70.0,0.16235715411457877
12,24,1,0.041666666666666664,23,0,18443.39957019813,7.041666666666667,0.06405529445927359,0.0,0.0,0.0,324664.6760365592,38.0,0.14577138354157573
13,16,1,0.0625,15,0,39380.14062170067,16.875,0.06363843016222553,0.0,0.0,0.0,409522.2499472107,147.0,0.1720545198693929
14,37,2,0.05405405405405406,35,0,91290.54693585285,10.567567567567568,0.06991258236363743,0.0,0.0,0.0,1275919.6301104184,54.0,0.15348474614430066
15,12,2,0.16666666666666666,10,0,21593.54581511783,12.083333333333334,0.10004268486961991,0.0,2.0,8.510638297872341e-05,213475.49595050732,31.0,0.1532978047956568
16,30,5,0.16666666666666666,25,0,37207.82202693469,10.3,0.0860414489870411,0.0,0.0,0.0,388692.9936066855,53.0,0.1608369694922687
17,30,2,0.06666666666666667,28,0,227305.08507646777,12.1,0.08368028634616162,0.0,0.0,0.0,2759499.95774023,80.0,0.17738944050430872
18,15,0,0.0,15,0,104832.79196922526,15.533333333333333,0.07630314146057807,0.0,0.0,0.0,840194.9633813881,64.0,0.15808664865471142
19,50,2,0.04,48,0,20772.040954566346,14.12,0.09570503316540434,0.0,1.0,2.8368794326241135e-05,388068.3999999058,71.0,0.15603251153887499
20,26,2,0.07692307692307693,24,0,64633.000553968974,8.076923076923077,0.08780250615601556,0.0,0.0,0.0,683085.2453311596,44.0,0.1499953956996327
21,26,2,0.07692307692307693,24,0,36344.477003234424,14.653846153846153,0.10665828332422601,0.0,0.0,0.0,664916.1580626728,39.0,0.14839605988965748
22,34,3,0.08823529411764706,31,0,75854.76922283878,10.264705882352942,0.08895872092723109,0.0,0.0,0.0,1001924.4054158113,62.0,0.15232622987727468
23,38,2,0.05263157894736842,36,0,96132.58393263501,13.263157894736842,0.08038250614425399,0.0,0.0,0.0,1349621.9704247,161.0,0.17338116627263428
24,34,2,0.058823529411764705,32,0,33554.60517053586,9.735294117647058,0.05280020408599315,0.0,0.0,0.0,642236.3289383041,45.0,0.17293165597205587
25,13,4,0.3076923076923077,9,0,20358.0,6.6923076923076925,0.0618924627654519,0.0,0.0,0.0,264636.0,37.0,0.16424154002023975
26,14,1,0.07142857142857142,13,0,47250.716211814484,12.642857142857142,0.10486790291211438,0.0,1.0,8.510638297872341e-05,218249.538850985,38.0,0.15916541708880058
27,31,3,0.0967741935483871,28,0,133243.9315264539,9.129032258064516,0.06492501886633127,0.0,0.0,0.0,1975389.546611208,51.0,0.16031434200155473
28,43,1,0.023255813953488372,42,0,32508.81833049944,6.4186046511627906,0.07527825599729608,0.0,0.0,0.0,369264.9154658689,27.0,0.1419850183701073
29,26,1,0.038461538461538464,25,0,3441.2004268762976,11.423076923076923,0.06844688179008054,0.0,0.0,0.0,44116.0,58.0,0.1549937746256704
30,23,3,0.13043478260869565,20,0,37571.136059454584,8.26086956521739,0.0764897612306367,0.0,0.0,0.0,467523.9857199998,33.0,0.1467689857030074
31,24,4,0.16666666666666666,20,0,63174.029104907044,9.375,0.07055629447711755,0.0,0.0,0.0,588541.479569282,39.0,0.1441506718655443
32,19,0,0.0,19,0,16263.685908498825,11.68421052631579,0.0785964057467845,0.0,0.0,0.0,176440.66666666663,58.0,0.142653911966655
33,36,4,0.1111111111111111,32,0,16106.735039895433,7.333333333333333,0.08068899166675923,0.0,0.0,0.0,549096.6960022412,47.0,0.17337393898455056
34,23,1,0.043478260869565216,22,0,72475.91531643865,10.521739130434783,0.08045519753483492,0.0,0.0,0.0,1502965.2383435455,57.0,0.16056753349091774
35,26,1,0.038461538461538464,25,0,38056.46545386962,7.846153846153846,0.09253326371754032,0.0,0.0,0.0,219485.6561443224,30.0,0.16188514015533
