,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC
77,22,0,0.0,22,0,1367.9845154845118,9.090909090909092,0.09579892050608318
78,29,0,0.0,29,0,130766.0270021714,14.206896551724139,0.10971487202064235
79,20,2,0.1,18,0,54952.04540721771,16.2,0.10760084552351415
80,44,3,0.06818181818181818,41,0,94678.75104514102,72.11363636363636,0.11206243058858378
81,24,1,0.041666666666666664,23,0,52718.93032475311,12.333333333333334,0.11568377977995958
82,21,1,0.047619047619047616,20,0,283034.6720636262,182.1904761904762,0.15189211959073307
83,37,2,0.05405405405405406,35,0,1969.0543348650838,28.756756756756758,0.10815010843816215
84,20,0,0.0,20,0,95917.85742442904,15.95,0.11533726408104272
85,25,3,0.12,22,0,73746.10996876653,12.56,0.11727409847170149
86,113,6,0.05309734513274336,107,0,228238.28476874263,22.98230088495575,0.10747290594786443
87,25,1,0.04,24,0,6258.599199010059,112.56,0.09378305587414873
88,28,3,0.10714285714285714,25,0,76269.68774413259,17.107142857142858,0.11811875777507229
89,30,3,0.1,27,0,76205.32348641934,24.3,0.1192616697684674
90,33,0,0.0,33,0,166028.90363814431,14.06060606060606,0.09640202038617242
91,13,1,0.07692307692307693,12,0,155.68496190689928,95.61538461538461,0.09975782453173596
92,33,4,0.12121212121212122,29,0,37138.442146017485,23.818181818181817,0.11123276156645331
93,29,1,0.034482758620689655,28,0,3054.8703258495284,12.10344827586207,0.10470197054158954
94,22,2,0.09090909090909091,20,0,165605.1830617799,23.09090909090909,0.07542692491973944
95,25,4,0.16,21,0,467590.8889886175,16.56,0.09444462052039926
96,27,4,0.14814814814814814,23,0,61481.559167583335,16.925925925925927,0.12177744995980472
97,31,3,0.0967741935483871,28,0,53958.488689320075,14.709677419354838,0.09306342603788514
98,19,1,0.05263157894736842,18,0,43971.90907207767,13.894736842105264,0.10095937169057068
99,20,0,0.0,20,0,270996.51001472224,15.2,0.07637545936274312
100,27,2,0.07407407407407407,25,0,31484.99981996157,13.148148148148149,0.08606652621874086
101,16,1,0.0625,15,0,223086.8480504943,36.0,0.10893485027725412
102,31,2,0.06451612903225806,29,0,235350.52432004668,15.516129032258064,0.11067475392071192
103,18,1,0.05555555555555555,17,0,3139.137701119023,12.444444444444445,0.10068770930104652
104,23,0,0.0,23,0,118941.24459665781,179.0,0.12650523845790015
105,16,3,0.1875,13,0,125995.3993852537,16.0,0.1051238425448312
106,23,1,0.043478260869565216,22,0,126312.95100359242,14.0,0.12695504554988632
107,12,0,0.0,12,0,60705.18038623052,17.583333333333332,0.09166232791075062
108,13,0,0.0,13,0,228257.74118581155,13.23076923076923,0.12660630511688015
109,23,0,0.0,23,0,162316.4994885476,17.565217391304348,0.10420871588734201
110,26,3,0.11538461538461539,23,0,69520.9591590636,20.615384615384617,0.08194782295424957
111,34,1,0.029411764705882353,33,0,41989.18978163757,27.735294117647058,0.10726397999739301
112,16,4,0.25,12,0,13847.257668841536,12.0,0.12675619825447235
113,16,1,0.0625,15,0,58573.88433592353,11.875,0.10328879354609438
114,21,2,0.09523809523809523,19,0,36516.43595835268,15.142857142857142,0.11220314611202767
115,30,1,0.03333333333333333,29,0,88.52535229563614,56.63333333333333,0.11178750343162
116,23,2,0.08695652173913043,21,0,1911.699245244977,115.34782608695652,0.09730853505040675
117,36,1,0.027777777777777776,35,0,197699.69651676586,20.166666666666668,0.10604908979714267
118,27,2,0.07407407407407407,25,0,37524.62150498787,55.7037037037037,0.09987669727902491
119,27,0,0.0,27,0,24004.553849278916,15.11111111111111,0.10359772863251417
120,20,0,0.0,20,0,67191.26290307837,198.05,0.1524203419761808
121,39,3,0.07692307692307693,36,0,57820.54664228978,60.30769230769231,0.11440528530356922
122,81,3,0.037037037037037035,78,0,202458.00820960785,18.753086419753085,0.09460204060377977
123,17,2,0.11764705882352941,15,0,230276.76462035786,27.0,0.11757885889576772
124,48,5,0.10416666666666667,43,0,45524.799034614836,38.875,0.0856816358491171
125,31,1,0.03225806451612903,30,0,1398.707852604656,19.903225806451612,0.08935330992051826
126,19,1,0.05263157894736842,18,0,106199.65915924706,23.842105263157894,0.12245978074980142
127,22,1,0.045454545454545456,21,0,36951.17021011051,14.181818181818182,0.11364476779069607
128,78,3,0.038461538461538464,75,0,290773.63267440005,17.423076923076923,0.0983961964537001
129,14,1,0.07142857142857142,13,0,51702.46078334368,748.3571428571429,0.15891640693078632
130,21,0,0.0,21,0,17653.602285357105,8.428571428571429,0.08466060619209502
131,18,1,0.05555555555555555,17,0,360797.0548166387,25.944444444444443,0.1283239104877144
132,31,5,0.16129032258064516,26,0,8625.427046481846,16.096774193548388,0.10712423899859505
133,14,1,0.07142857142857142,13,0,121204.7640999421,11.928571428571429,0.10496953008240033
134,30,3,0.1,27,0,339571.3329779258,45.53333333333333,0.12212326674481333
135,20,3,0.15,17,0,47776.56259285517,11.4,0.09759375753877206
136,20,0,0.0,20,0,145627.53713151693,19.55,0.10707557584040747
137,17,0,0.0,17,0,109910.24625299226,134.41176470588235,0.12256472703447627
138,18,2,0.1111111111111111,16,0,322730.605576348,80.66666666666667,0.12565423819229748
139,33,4,0.12121212121212122,29,0,426446.8497818934,37.93939393939394,0.10931656628843955
140,13,0,0.0,13,0,973.5945731925351,22.23076923076923,0.10606307037430594
141,43,3,0.06976744186046512,40,0,24473.023608542502,19.627906976744185,0.09519409990889265
142,36,3,0.08333333333333333,33,0,76710.39863401419,49.5,0.1003244234582254
143,26,1,0.038461538461538464,25,0,305507.5876834171,20.76923076923077,0.11595656184740898
144,48,3,0.0625,45,0,703772.5223075821,35.520833333333336,0.12480483208380828
145,23,1,0.043478260869565216,22,0,76763.15795106227,30.304347826086957,0.09899779643144069
146,20,3,0.15,17,0,589025.1300955185,28.45,0.09889962709771286
147,22,0,0.0,22,0,24159.129677586807,12.409090909090908,0.1194275015827711
148,35,3,0.08571428571428572,32,0,155649.59426985873,43.371428571428574,0.10069822393312945
149,24,1,0.041666666666666664,23,0,29627.724894198327,19.875,0.11504257634736166
150,43,3,0.06976744186046512,40,0,285117.28600359755,22.27906976744186,0.1178520047039481
151,27,3,0.1111111111111111,24,0,31574.78063139134,25.703703703703702,0.1044201560097574
152,49,2,0.04081632653061224,47,0,62504.126807452594,21.142857142857142,0.10828193942792172
153,14,1,0.07142857142857142,13,0,80338.63286599956,114.71428571428571,0.13941644010900892
154,54,0,0.0,54,0,864.0071906084561,380.6666666666667,0.13411405823721395
155,19,1,0.05263157894736842,18,0,5508.189368261486,18.63157894736842,0.11814870510046123
156,16,1,0.0625,15,0,26079.99652756967,34.875,0.097695807275746
157,18,0,0.0,18,0,55897.15579333598,29.166666666666668,0.10149484642318228
158,14,1,0.07142857142857142,13,0,6624.610736321675,14.428571428571429,0.08850369521158108
159,24,3,0.125,21,0,27.903342888184643,17.416666666666668,0.09845908971982952
160,30,1,0.03333333333333333,29,0,18109.408671017132,52.166666666666664,0.11152607121351668
161,27,3,0.1111111111111111,24,0,96464.6767680197,22.59259259259259,0.09346465709099291
162,69,6,0.08695652173913043,63,0,216930.91523433322,49.20289855072464,0.11741002314368698
163,23,3,0.13043478260869565,20,0,22597.68455060715,17.347826086956523,0.1204894387144866
164,26,1,0.038461538461538464,25,0,2551.719698596244,39.73076923076923,0.12945745750098525
165,36,2,0.05555555555555555,34,0,58523.07987289838,26.52777777777778,0.10166936615148704
166,28,3,0.10714285714285714,25,0,41526.88857926842,179.78571428571428,0.12179589443679593
167,28,1,0.03571428571428571,27,0,5145.440786222251,32.035714285714285,0.10106151367867289
168,16,0,0.0,16,0,31863.306373589276,86.25,0.13910958998933415
169,22,2,0.09090909090909091,20,0,6588.955821562334,14.272727272727273,0.12246521099564239
170,20,1,0.05,19,0,57373.49807865634,113.0,0.13912846597566453
171,19,1,0.05263157894736842,18,0,56033.426551029464,12.31578947368421,0.13490595546703799
172,246,16,0.06504065040650407,230,0,291768.99184220616,20.349593495934958,0.1179930532937014
173,44,1,0.022727272727272728,43,0,22825.075527439625,25.181818181818183,0.10576998694377825
174,103,8,0.07766990291262135,95,0,126525.93347810984,31.49514563106796,0.10928526217857991
175,43,4,0.09302325581395349,39,0,146268.8841223116,18.953488372093023,0.10492187816003215
176,25,0,0.0,25,0,599846.8148806657,386.96,0.12984782579175036
177,16,0,0.0,16,0,29.918223338593364,191.625,0.12628422767558417
178,31,6,0.1935483870967742,25,0,19101.50894748931,12.35483870967742,0.10173315039475526
179,32,0,0.0,32,0,41617.35778578298,48.09375,0.10512420635467916
180,25,0,0.0,25,0,201582.8535701479,15.64,0.09283207437025781
181,28,2,0.07142857142857142,26,0,7983.562282380185,62.642857142857146,0.09704805009034127
182,13,1,0.07692307692307693,12,0,14743.062383444367,174.69230769230768,0.11977425024072788
183,16,2,0.125,14,0,8227.036775818673,14.5625,0.09390742833776614
184,18,0,0.0,18,0,25531.535054541855,12.944444444444445,0.0819417290301287
185,44,2,0.045454545454545456,42,0,213878.04671366754,18.795454545454547,0.11509426341369439
186,190,10,0.05263157894736842,180,0,255229.56956119798,20.86315789473684,0.11231274557026234
187,23,4,0.17391304347826086,19,0,118946.23783189642,24.304347826086957,0.11483465412475684
188,22,1,0.045454545454545456,21,0,227.36695637301963,89.5909090909091,0.12316050202381185
189,98,3,0.030612244897959183,95,0,85152.10413140933,19.948979591836736,0.11081753817096723
190,24,2,0.08333333333333333,22,0,83282.09530549753,23.416666666666668,0.08026103129607483
191,18,2,0.1111111111111111,16,0,1934.3236052203279,34.888888888888886,0.11432627573687583
192,23,1,0.043478260869565216,22,0,3960.0896870334363,25.82608695652174,0.07076049966075458
193,32,2,0.0625,30,0,1042.841211932642,443.84375,0.14213975771670403
194,20,0,0.0,20,0,6018.400000000013,17.85,0.1082911910133488
195,14,1,0.07142857142857142,13,0,189.79292713744965,157.78571428571428,0.14572225216012782
196,23,2,0.08695652173913043,21,0,322321.23739822826,22.043478260869566,0.12411240295914844
197,25,0,0.0,25,0,55498.27846592326,32.88,0.1097489467117554
198,19,2,0.10526315789473684,17,0,617951.7280757859,39.63157894736842,0.10159887211675622
199,29,0,0.0,29,0,86633.06034390141,133.72413793103448,0.12820314940785033
200,17,2,0.11764705882352941,15,0,24343.99208634332,140.23529411764707,0.1110371784020307
201,40,2,0.05,38,0,151528.3497281888,15.65,0.1270847996928318
202,23,0,0.0,23,0,52311.738986465745,63.17391304347826,0.12191283385370681
203,19,1,0.05263157894736842,18,0,4834.959015958758,21.05263157894737,0.10946656064440634
204,17,0,0.0,17,0,0.0,15.352941176470589,0.08271009490708772
205,90,2,0.022222222222222223,88,0,421113.75729150284,30.5,0.11407667075844087
206,14,0,0.0,14,0,123511.8336932876,30.714285714285715,0.11315209158718462
207,25,0,0.0,25,0,11505.840777404082,38.68,0.12269849737627568
208,25,2,0.08,23,0,11376.529352197747,21.24,0.10266960343394738
209,46,2,0.043478260869565216,44,0,21416.25340127039,23.043478260869566,0.0937981887816158
210,34,4,0.11764705882352941,30,0,263147.0453317127,83.3529411764706,0.10217122288942984
211,14,2,0.14285714285714285,12,0,33925.60236188284,115.57142857142857,0.12079069294689627
212,15,2,0.13333333333333333,13,0,16047.466666666667,19.2,0.12884725072284683
213,35,5,0.14285714285714285,30,0,43209.699396959295,133.65714285714284,0.10026457376532424
214,19,0,0.0,19,0,23890.16982620352,31.36842105263158,0.12639701999916686
215,12,0,0.0,12,0,15593.285640294547,12.083333333333334,0.10591474043901693
216,36,2,0.05555555555555555,34,0,121428.60343739408,118.41666666666667,0.13330376827232435
217,30,2,0.06666666666666667,28,0,56138.99054172145,21.0,0.10074518802489182
218,33,3,0.09090909090909091,30,0,90093.89644213696,18.333333333333332,0.09855824077316501
219,24,0,0.0,24,0,14469.912559587836,28.833333333333332,0.10323959636701803
220,54,3,0.05555555555555555,51,0,171612.42745874828,26.59259259259259,0.12268863544519701
221,17,2,0.11764705882352941,15,0,2208.5496646272636,11.0,0.08421748642127881
222,11,0,0.0,11,0,76569.45454545454,21.363636363636363,0.12810496157043613
223,41,1,0.024390243902439025,40,0,40374.40719479656,139.1951219512195,0.10516288377752184
224,17,0,0.0,17,0,35451.07335149909,38.0,0.1062989255461364
225,59,7,0.11864406779661017,52,0,57759.34529190092,42.57627118644068,0.10586029861796639
226,20,0,0.0,20,0,4456.46679461147,15.6,0.10384042449815467
227,20,0,0.0,20,0,198863.14411505847,79.9,0.12138665940436803
228,36,3,0.08333333333333333,33,0,222798.84139933766,33.27777777777778,0.1248913451732744
229,42,3,0.07142857142857142,39,0,51686.67726204466,15.5,0.09107405031270914
230,17,1,0.058823529411764705,16,0,0.0,17.529411764705884,0.11256083156483827
231,11,0,0.0,11,0,6212.58349166878,19.272727272727273,0.10974155734227019
232,28,1,0.03571428571428571,27,0,118490.9666587613,38.82142857142857,0.10988566444700956
233,16,2,0.125,14,0,11857.949295169981,12.3125,0.08633860449411193
234,22,1,0.045454545454545456,21,0,494259.65955060866,16.954545454545453,0.1052625414207435
235,22,1,0.045454545454545456,21,0,25641.15094173441,19.454545454545453,0.09541853534701072
236,34,0,0.0,34,0,115785.00849845103,23.11764705882353,0.12693706598179968
237,22,0,0.0,22,0,11112.764614202566,37.54545454545455,0.09114655509425006
238,24,1,0.041666666666666664,23,0,423094.03556277876,17.708333333333332,0.11344851653953629
239,13,0,0.0,13,0,19731.721358854797,47.30769230769231,0.09274564353982705
240,38,1,0.02631578947368421,37,0,49643.82596047294,23.210526315789473,0.12313792500122149
241,13,0,0.0,13,0,7791.766518601724,29.23076923076923,0.11182283198343154
242,21,0,0.0,21,0,29059.00606283736,17.761904761904763,0.11934092696046926
243,12,0,0.0,12,0,0.0,17.083333333333332,0.10578438587082618
244,15,2,0.13333333333333333,13,0,0.0,39.53333333333333,0.12405075765109509
245,24,1,0.041666666666666664,23,0,53524.64960857841,13.291666666666666,0.11321488614634012
246,16,0,0.0,16,0,8170.875147557085,13.3125,0.10275231656565385
247,15,1,0.06666666666666667,14,0,23992.342781708718,12.2,0.1056525973782025
248,33,2,0.06060606060606061,31,0,5387.67905112589,14.636363636363637,0.07640765974750925
249,29,1,0.034482758620689655,28,0,22280.18106020476,33.96551724137931,0.10528326498179072
250,13,0,0.0,13,0,39702.56157994435,13.153846153846153,0.0856641161312277
251,29,3,0.10344827586206896,26,0,107384.23759063844,171.79310344827587,0.13659919805852508
252,17,0,0.0,17,0,27999.049641434103,10.705882352941176,0.09149544577662734
253,16,1,0.0625,15,0,118131.55314435414,15.5625,0.11688281455252646
254,17,0,0.0,17,0,10277.415287611555,27.529411764705884,0.10753836812031778
255,23,1,0.043478260869565216,22,0,35623.4938474234,10.391304347826088,0.0981161053419328
256,22,2,0.09090909090909091,20,0,33589.06079217008,32.31818181818182,0.10645289403641028
257,12,1,0.08333333333333333,11,0,85484.48710049788,25.416666666666668,0.1146402199497632
258,15,1,0.06666666666666667,14,0,6137.084587635505,8.866666666666667,0.10013904437425472
259,11,0,0.0,11,0,0.0,15.727272727272727,0.09193234713019692
260,25,2,0.08,23,0,56375.88797215054,19.04,0.10463623932235962
261,23,1,0.043478260869565216,22,0,23350.22526950758,14.347826086956522,0.11920976187321966
262,22,0,0.0,22,0,62998.69588957361,112.22727272727273,0.1129959160414788
263,31,2,0.06451612903225806,29,0,24910.474472612885,22.0,0.11937864323508338
264,58,3,0.05172413793103448,55,0,101825.76912962586,17.79310344827586,0.11932141362510151
265,37,3,0.08108108108108109,34,0,115058.0012655379,17.243243243243242,0.10667856939037164
266,22,1,0.045454545454545456,21,0,27189.961949389857,12.863636363636363,0.10394394867784135
267,26,1,0.038461538461538464,25,0,78916.96910968861,145.46153846153845,0.11778282837069723
268,26,1,0.038461538461538464,25,0,79086.38196575134,14.384615384615385,0.11363829150382711
269,25,3,0.12,22,0,7377.78227785135,66.16,0.11195682364299406
270,17,0,0.0,17,0,94552.49372859338,25.58823529411765,0.11130835463836022
271,22,2,0.09090909090909091,20,0,0.1684419116237298,22.772727272727273,0.08676346576262427
272,26,2,0.07692307692307693,24,0,91426.88756786735,14.076923076923077,0.10016320573118596
273,28,4,0.14285714285714285,24,0,4088.633269606557,11.071428571428571,0.09813817082749078
274,37,3,0.08108108108108109,34,0,42037.343126426094,145.59459459459458,0.10350871905345517
275,15,0,0.0,15,0,40327.34850265558,19.866666666666667,0.10490192257104648
276,16,1,0.0625,15,0,91631.30033474197,28.0,0.11257134111285523
277,24,0,0.0,24,0,2879.7313412933786,195.29166666666666,0.1055995331989139
278,18,3,0.16666666666666666,15,0,1778.509942103326,208.0,0.13741630270330454
279,30,1,0.03333333333333333,29,0,18318.582424947806,283.8,0.10535579758394542
280,13,0,0.0,13,0,0.0515542713542652,123.07692307692308,0.1297463502351287
281,140,7,0.05,133,0,723827.7201462272,25.05,0.1201342260900596
282,21,1,0.047619047619047616,20,0,103.54415371420848,20.857142857142858,0.1020416013590404
283,24,0,0.0,24,0,88221.38423290725,20.541666666666668,0.1062133285316329
284,19,1,0.05263157894736842,18,0,11288.648427806884,25.94736842105263,0.08369645742293824
285,19,1,0.05263157894736842,18,0,66752.71299140259,84.10526315789474,0.097664501824614
286,19,1,0.05263157894736842,18,0,26849.930355407672,28.36842105263158,0.10440397647371978
287,16,2,0.125,14,0,11714.949280017405,12.1875,0.10612993675936437
288,20,1,0.05,19,0,21505.684500132185,16.0,0.1101280647096482
289,15,2,0.13333333333333333,13,0,163258.84187793956,30.533333333333335,0.11878788930060907
290,17,1,0.058823529411764705,16,0,71057.38552595675,16.941176470588236,0.12035472246683959
291,29,0,0.0,29,0,98807.71076836137,171.89655172413794,0.1133999901868089
292,17,0,0.0,17,0,3691.9295575679557,37.705882352941174,0.11228420553849847
293,26,0,0.0,26,0,2418.1318167513755,66.0,0.09688257812729631
294,12,1,0.08333333333333333,11,0,14124.351123014028,10.583333333333334,0.08605951557657521
295,25,0,0.0,25,0,51186.74212312482,11.56,0.10319584425447462
296,24,1,0.041666666666666664,23,0,52804.158994612575,48.666666666666664,0.13298247346977585
297,36,3,0.08333333333333333,33,0,188855.38289280038,26.583333333333332,0.09917176211906395
298,22,2,0.09090909090909091,20,0,21845.371707240647,28.545454545454547,0.08961002451910513
299,21,0,0.0,21,0,38431.35201940269,14.761904761904763,0.0946187744919015
300,17,1,0.058823529411764705,16,0,0.0,34.35294117647059,0.07636897891856635
301,12,1,0.08333333333333333,11,0,82990.79780477614,39.583333333333336,0.11956507503763915
302,11,0,0.0,11,0,74012.63463319674,34.81818181818182,0.08800648215974351
303,15,2,0.13333333333333333,13,0,16624.35744891145,181.93333333333334,0.12135645304816824
304,27,3,0.1111111111111111,24,0,10541.952310940704,65.18518518518519,0.11603635391230166
305,65,2,0.03076923076923077,63,0,264652.26471958176,21.338461538461537,0.09278275707120599
306,24,3,0.125,21,0,54179.36147799171,11.375,0.09112012805744858
307,16,0,0.0,16,0,312.10895285837734,122.6875,0.1320232369378303
308,22,1,0.045454545454545456,21,0,1037.2027114562188,15.181818181818182,0.10766839474273117
309,28,1,0.03571428571428571,27,0,35789.367807835086,13.0,0.08789856692514604
310,36,1,0.027777777777777776,35,0,311389.0111245501,19.916666666666668,0.0747058806301542
311,14,3,0.21428571428571427,11,0,189.69718349064888,108.92857142857143,0.08410265193692434
312,16,0,0.0,16,0,86572.04825745085,16.6875,0.11602434643650147
313,29,0,0.0,29,0,70557.91917611648,54.06896551724138,0.11085639399516879
314,20,1,0.05,19,0,278587.1507559675,141.75,0.090121229881638
315,33,3,0.09090909090909091,30,0,147218.33341892777,150.78787878787878,0.14027940807803815
316,44,2,0.045454545454545456,42,0,132793.67300224074,18.75,0.11523593306359227
317,13,1,0.07692307692307693,12,0,39112.637099090934,21.53846153846154,0.09913290422220425
318,37,2,0.05405405405405406,35,0,41190.26021660798,276.3243243243243,0.12842088227081208
319,16,0,0.0,16,0,25000.955612162565,26.375,0.08530497495144054
320,16,1,0.0625,15,0,6524.255385250378,10.3125,0.09710114644691417
321,22,1,0.045454545454545456,21,0,24489.795947948718,20.318181818181817,0.11042482312674155
322,11,0,0.0,11,0,0.0,22.818181818181817,0.10217536085227757
323,20,1,0.05,19,0,48823.49068799569,15.9,0.10129591064276748
324,13,0,0.0,13,0,1089.3001914793263,288.0769230769231,0.1262596173066124
325,70,5,0.07142857142857142,65,0,6244.948731264977,37.357142857142854,0.10537351994599573
326,21,0,0.0,21,0,59166.50600108983,24.714285714285715,0.11819618529770158
327,21,0,0.0,21,0,61884.685472308345,17.857142857142858,0.12583489534240208
328,18,2,0.1111111111111111,16,0,3333.1887479350908,16.444444444444443,0.10260035947909259
329,18,2,0.1111111111111111,16,0,134703.36873634884,35.22222222222222,0.12532359950845173
330,14,1,0.07142857142857142,13,0,43243.16962599019,22.071428571428573,0.08790916776265881
331,20,0,0.0,20,0,0.0,45.1,0.10498281920092283
332,22,3,0.13636363636363635,19,0,9374.69731185688,13.590909090909092,0.08603048643373436
333,24,3,0.125,21,0,268342.34832517436,15.583333333333334,0.08693399205879526
334,16,0,0.0,16,0,174770.73677504022,124.4375,0.14734301395330834
335,19,2,0.10526315789473684,17,0,84788.37166646101,200.21052631578948,0.13171910259097327
336,17,0,0.0,17,0,83137.31125570869,27.764705882352942,0.09715929175097589
337,13,0,0.0,13,0,37912.01557966744,119.46153846153847,0.11551413467305617
338,38,3,0.07894736842105263,35,0,54047.6310077006,26.07894736842105,0.11779359149331278
