,total,LMICs,LMICs_perc,HICs,Unknown,Avg BC,Avg DC,Avg CC
176,15,1,0.06666666666666667,14,0,66055.22334095526,23.6,0.1167102882932843
177,30,2,0.06666666666666667,28,0,133881.77174317383,24.233333333333334,0.11653355017758148
178,32,4,0.125,28,0,76592.9454254181,26.28125,0.12272248352934703
179,35,4,0.11428571428571428,31,0,220606.23897873174,17.057142857142857,0.1138123650963844
180,40,0,0.0,40,0,150042.11345513287,28.425,0.1276594548045175
181,13,2,0.15384615384615385,11,0,327.7983489587208,24.923076923076923,0.12135931912263011
182,29,0,0.0,29,0,28891.492791527722,25.413793103448278,0.10945054606008545
183,34,4,0.11764705882352941,30,0,475507.47055236984,21.61764705882353,0.10774599002681455
184,18,0,0.0,18,0,159287.95718010335,22.944444444444443,0.1160605604747728
185,24,0,0.0,24,0,12135.032076498863,17.0,0.09388192714538442
186,14,1,0.07142857142857142,13,0,27436.09639242173,23.142857142857142,0.1434269174880128
187,13,0,0.0,13,0,7388.514139281002,31.076923076923077,0.1435773712675125
188,21,1,0.047619047619047616,20,0,9587.600371397446,29.761904761904763,0.11095660447325298
189,26,0,0.0,26,0,62171.150217118055,24.346153846153847,0.13037012300691442
190,34,1,0.029411764705882353,33,0,57626.143883616096,21.441176470588236,0.1075146267034424
191,23,2,0.08695652173913043,21,0,3486.892233482814,20.956521739130434,0.11926921930514242
192,26,1,0.038461538461538464,25,0,279825.74161637283,21.76923076923077,0.1279545043457795
193,29,2,0.06896551724137931,27,0,74454.18687584322,23.862068965517242,0.11264177494487773
194,26,0,0.0,26,0,19080.86811878231,16.846153846153847,0.12322607890300982
195,23,0,0.0,23,0,186.32564558476344,17.782608695652176,0.10043748493836349
196,14,2,0.14285714285714285,12,0,17852.86883805738,27.428571428571427,0.14359239161045786
197,21,1,0.047619047619047616,20,0,108803.95310254552,20.904761904761905,0.1226860644020128
198,18,2,0.1111111111111111,16,0,1836.6423829597245,20.38888888888889,0.09878841568441084
199,15,0,0.0,15,0,222568.86116614926,17.4,0.10352753706054031
200,12,2,0.16666666666666666,10,0,0.0,19.25,0.14062267079196142
201,30,1,0.03333333333333333,29,0,60639.65412513955,25.5,0.12680368216728277
202,23,1,0.043478260869565216,22,0,8106.073632538569,22.434782608695652,0.11436324423524159
203,11,1,0.09090909090909091,10,0,0.0,18.818181818181817,0.13009326240515362
204,13,0,0.0,13,0,4553.338683132508,26.53846153846154,0.12318429257810214
205,86,3,0.03488372093023256,83,0,198773.06174510714,17.523255813953487,0.08565052523844086
206,26,0,0.0,26,0,171948.91503267534,20.23076923076923,0.11446127707856327
207,41,3,0.07317073170731707,38,0,90870.1802756658,20.51219512195122,0.10979417472396047
208,27,3,0.1111111111111111,24,0,5337.07887509194,21.925925925925927,0.1258817107510693
209,51,3,0.058823529411764705,48,0,153174.00249218952,15.019607843137255,0.09451653533366765
210,12,1,0.08333333333333333,11,0,3698.192123003522,23.166666666666668,0.12445623408715921
211,18,3,0.16666666666666666,15,0,228644.57466261112,30.333333333333332,0.12187463509145825
212,20,1,0.05,19,0,119642.22557225385,25.5,0.12698696671450668
213,26,0,0.0,26,0,35838.230769230766,15.038461538461538,0.10803048589149497
214,22,1,0.045454545454545456,21,0,281985.5458013635,29.954545454545453,0.1449529994795067
215,14,0,0.0,14,0,276148.4338750039,22.714285714285715,0.12173560183784979
216,15,0,0.0,15,0,15185.394104310697,26.733333333333334,0.12594268621073487
217,12,0,0.0,12,0,5178.833333333335,30.666666666666668,0.14651046419203456
218,26,1,0.038461538461538464,25,0,22309.946616065994,27.192307692307693,0.12050426508236127
219,37,2,0.05405405405405406,35,0,193057.6309710961,19.16216216216216,0.11417978917813318
220,23,4,0.17391304347826086,19,0,39012.67695486123,19.91304347826087,0.12801578628093435
221,29,3,0.10344827586206896,26,0,73218.03026011756,16.448275862068964,0.11506906653447309
222,16,1,0.0625,15,0,279358.7164508969,27.6875,0.12753910161280654
223,14,0,0.0,14,0,0.0,31.142857142857142,0.11939762863269385
224,20,0,0.0,20,0,20166.228532163466,18.2,0.09386869902858809
225,16,0,0.0,16,0,18697.948808031215,29.5,0.12634436585220282
226,21,1,0.047619047619047616,20,0,239088.85714285713,16.333333333333332,0.11688628035685059
227,16,2,0.125,14,0,119787.77847817869,32.1875,0.1467394029984963
228,21,1,0.047619047619047616,20,0,60947.179833224494,23.61904761904762,0.14686097375480484
229,26,2,0.07692307692307693,24,0,196611.0678201091,30.03846153846154,0.13239145489751636
230,19,4,0.21052631578947367,15,0,27424.731982428882,26.36842105263158,0.13807667543303742
231,25,4,0.16,21,0,6104.215903803246,24.72,0.10266775002155097
232,14,2,0.14285714285714285,12,0,51449.810346021935,25.571428571428573,0.12790658226513169
233,23,1,0.043478260869565216,22,0,128124.0337917619,23.52173913043478,0.0900012042342202
234,26,1,0.038461538461538464,25,0,377901.5197685886,19.192307692307693,0.1203956378705861
235,16,3,0.1875,13,0,27415.213175537534,25.25,0.11844500871019326
236,23,2,0.08695652173913043,21,0,356097.5985533921,31.391304347826086,0.11926194210291506
237,22,3,0.13636363636363635,19,0,190423.30886706745,22.40909090909091,0.11012472246529735
238,33,0,0.0,33,0,201282.52034741387,20.12121212121212,0.12179371276533868
239,20,3,0.15,17,0,530060.8312118672,20.7,0.09952090553988721
240,29,1,0.034482758620689655,28,0,1284.1258993902957,19.586206896551722,0.11047717078133201
241,22,0,0.0,22,0,95317.86381248671,25.272727272727273,0.11871482293433999
242,20,0,0.0,20,0,128830.52593762563,26.5,0.13178849197188192
243,11,0,0.0,11,0,257439.5458427453,35.54545454545455,0.12324581740626442
244,30,1,0.03333333333333333,29,0,52582.398623367975,25.1,0.10899255904139635
245,31,0,0.0,31,0,3755.9596774193574,20.677419354838708,0.11210532954652731
246,41,3,0.07317073170731707,38,0,451331.2676197805,26.024390243902438,0.10954882979875517
247,35,2,0.05714285714285714,33,0,157122.2759643391,21.2,0.11454514156100808
248,20,0,0.0,20,0,362832.9422788311,21.25,0.11341992565556899
249,19,1,0.05263157894736842,18,0,96226.01314541032,26.263157894736842,0.09527426544046248
250,28,0,0.0,28,0,12177.322299743495,21.071428571428573,0.1268790733010959
251,45,1,0.022222222222222223,44,0,376919.7095228754,20.88888888888889,0.09439203827432079
252,28,1,0.03571428571428571,27,0,77815.00559289986,22.464285714285715,0.12612724204124687
253,24,2,0.08333333333333333,22,0,278.85219224694094,16.916666666666668,0.10786775280426623
254,35,4,0.11428571428571428,31,0,37907.00832640055,17.428571428571427,0.11759702623030009
255,23,1,0.043478260869565216,22,0,226371.68603030904,19.565217391304348,0.12673239939299857
256,10,0,0.0,10,0,392860.706220473,26.7,0.11122640074335259
257,21,1,0.047619047619047616,20,0,12804.210167826004,23.38095238095238,0.13054771673425045
258,47,7,0.14893617021276595,40,0,101690.66389186744,14.936170212765957,0.11496229703177911
259,22,3,0.13636363636363635,19,0,7845.670929801432,21.0,0.11500242509843756
260,23,0,0.0,23,0,18881.790282472804,18.695652173913043,0.09873589845499674
261,19,2,0.10526315789473684,17,0,417955.0361246021,24.894736842105264,0.11187600724344604
262,19,1,0.05263157894736842,18,0,244021.8547296322,21.473684210526315,0.13159575448070662
263,18,3,0.16666666666666666,15,0,259313.2733791255,24.444444444444443,0.11523340337156925
264,22,5,0.22727272727272727,17,0,10029.34147858724,32.36363636363637,0.1139864716080987
265,39,1,0.02564102564102564,38,0,284526.9806861878,26.692307692307693,0.13205071060641416
266,23,2,0.08695652173913043,21,0,29399.39318035496,22.0,0.12554793357468214
267,32,2,0.0625,30,0,0.0,19.4375,0.11184513652078946
268,21,1,0.047619047619047616,20,0,79961.12945337642,22.333333333333332,0.12670312148716883
269,23,0,0.0,23,0,124424.88909312862,21.52173913043478,0.13227719832536325
270,11,0,0.0,11,0,236150.65267990532,34.63636363636363,0.11703339459109685
271,32,1,0.03125,31,0,30706.888558243823,14.15625,0.08111966435726778
272,18,2,0.1111111111111111,16,0,15796.548954100577,33.55555555555556,0.14081435740157403
273,19,1,0.05263157894736842,18,0,373610.7951998648,33.78947368421053,0.13810437392748426
274,20,2,0.1,18,0,2.333333333333334,23.2,0.11393400741984734
275,16,0,0.0,16,0,103349.82849490653,27.9375,0.13278064647193544
276,17,2,0.11764705882352941,15,0,34075.28012648081,28.352941176470587,0.13233644304446188
277,45,4,0.08888888888888889,41,0,8231.724743020635,17.488888888888887,0.10385965775933753
278,12,1,0.08333333333333333,11,0,611.0866401749169,28.583333333333332,0.128137939390357
279,37,0,0.0,37,0,267597.9658172822,29.7027027027027,0.11221023502587758
280,18,0,0.0,18,0,62112.004830917875,23.38888888888889,0.12351619373502482
281,27,1,0.037037037037037035,26,0,104361.4470063267,21.037037037037038,0.13031683762206908
282,12,0,0.0,12,0,0.0,22.25,0.10824627475382859
283,22,2,0.09090909090909091,20,0,242151.6656716792,22.40909090909091,0.1422978731505475
284,23,0,0.0,23,0,98863.84253619953,19.782608695652176,0.10063157629869993
285,41,3,0.07317073170731707,38,0,131932.56495653815,15.926829268292684,0.10074923305570042
286,11,1,0.09090909090909091,10,0,0.0,20.181818181818183,0.12080745894895152
287,22,1,0.045454545454545456,21,0,308563.12357569055,15.272727272727273,0.10674331716980484
288,26,1,0.038461538461538464,25,0,68023.17338044572,23.76923076923077,0.12306200741418628
289,27,1,0.037037037037037035,26,0,230537.4214527269,31.703703703703702,0.13275688493995907
290,25,3,0.12,22,0,205781.1524069748,23.56,0.12316685897732954
291,20,0,0.0,20,0,161512.6639347628,18.35,0.11526279042898879
292,23,0,0.0,23,0,8105.523375886118,34.34782608695652,0.12612340434970126
293,18,2,0.1111111111111111,16,0,0.0,26.333333333333332,0.11958783820733562
294,29,2,0.06896551724137931,27,0,33753.55331932706,19.620689655172413,0.1080669150325698
295,15,1,0.06666666666666667,14,0,0.0,22.466666666666665,0.12497459244549095
296,53,5,0.09433962264150944,48,0,163959.94340313485,19.30188679245283,0.11522559569091444
297,26,1,0.038461538461538464,25,0,89301.60538351932,25.923076923076923,0.10700568286726113
298,36,3,0.08333333333333333,33,0,28103.138627070937,32.5,0.14071848148484467
299,21,1,0.047619047619047616,20,0,116991.93729010766,20.714285714285715,0.12121653273299626
300,43,3,0.06976744186046512,40,0,58416.235348067195,18.74418604651163,0.11617616466784204
301,12,0,0.0,12,0,1353.1142438499264,22.333333333333332,0.11025895698644338
302,14,1,0.07142857142857142,13,0,79938.22594282967,21.857142857142858,0.10198206668567658
303,18,1,0.05555555555555555,17,0,146852.76214791494,21.833333333333332,0.11552128793966651
304,11,0,0.0,11,0,0.0,14.0,0.10080000104922059
305,19,1,0.05263157894736842,18,0,0.004576659038901602,24.42105263157895,0.11785759333054215
306,42,3,0.07142857142857142,39,0,73273.13782474096,17.047619047619047,0.09657694871681873
307,16,0,0.0,16,0,63941.76408614247,19.0,0.0926848093805192
308,21,2,0.09523809523809523,19,0,514.3884397203428,17.80952380952381,0.1261769189325153
309,23,1,0.043478260869565216,22,0,310570.02642105037,23.0,0.1221854547116423
310,12,1,0.08333333333333333,11,0,0.0101010101010101,19.25,0.1267433630124376
311,22,2,0.09090909090909091,20,0,238514.70427733997,38.13636363636363,0.12762862277687811
312,20,0,0.0,20,0,0.004347826086956522,23.35,0.09729621646751724
313,22,1,0.045454545454545456,21,0,148758.52227632914,27.772727272727273,0.13198023757954896
314,29,1,0.034482758620689655,28,0,256774.97168235132,21.517241379310345,0.09899799970508706
315,11,3,0.2727272727272727,8,0,0.0,25.818181818181817,0.09785913884223611
316,43,3,0.06976744186046512,40,0,216694.6951332372,21.162790697674417,0.11546426001911733
317,29,2,0.06896551724137931,27,0,33773.71480307897,22.551724137931036,0.13104168397601226
318,23,1,0.043478260869565216,22,0,35083.109348096055,18.08695652173913,0.0960605454871081
319,20,0,0.0,20,0,58873.35876934031,22.0,0.13314307204410863
320,16,3,0.1875,13,0,8581.981212123066,25.5,0.1308413543710856
321,19,1,0.05263157894736842,18,0,40145.91084356294,23.526315789473685,0.11925842823529416
322,14,1,0.07142857142857142,13,0,21336.8612869116,19.571428571428573,0.11501387355946151
323,33,3,0.09090909090909091,30,0,513287.28751235816,29.21212121212121,0.11562111544334017
324,23,0,0.0,23,0,0.48695652173913034,20.217391304347824,0.13032531985021203
325,17,0,0.0,17,0,399394.49258174497,23.41176470588235,0.11500217730476478
326,16,2,0.125,14,0,56428.2679962169,20.0,0.10915202295839888
327,28,0,0.0,28,0,269786.78438729455,25.142857142857142,0.11084783911125105
328,18,3,0.16666666666666666,15,0,1835.4790155451492,24.944444444444443,0.09285248331028928
329,23,2,0.08695652173913043,21,0,48305.85355841245,25.130434782608695,0.12334738102758709
330,14,0,0.0,14,0,0.0,32.92857142857143,0.09673138339729064
331,20,0,0.0,20,0,528571.533178314,32.7,0.12495527463224673
332,27,1,0.037037037037037035,26,0,3.2105721515659407,26.88888888888889,0.12832899874188394
333,26,1,0.038461538461538464,25,0,103879.51896736078,20.115384615384617,0.10149426750624732
334,14,1,0.07142857142857142,13,0,15517.640122171017,32.07142857142857,0.1418608007732835
335,13,1,0.07692307692307693,12,0,361493.46014006005,42.23076923076923,0.1386286657300014
336,18,1,0.05555555555555555,17,0,210127.273914377,19.055555555555557,0.11506277938193442
337,15,1,0.06666666666666667,14,0,11932.59085813829,29.866666666666667,0.12776873954234277
338,23,2,0.08695652173913043,21,0,16341.233197583166,13.956521739130435,0.09868806825019444
