researcher_id,journal.title,aff_country_code,LMIC
ur.01000010550.11,PLOS,US,1
ur.01000011224.38,PLOS,CN,2
ur.01000023146.56,PLOS,CA,1
ur.01000032473.46,PLOS,ZA,2
ur.01000033157.19,PLOS,AU,1
ur.01000056651.46,PLOS,AU,1
ur.01000102445.14,PLOS,ZW,2
ur.010001103667.14,PLOS,VN,2
ur.01000133471.44,PLOS,GB,1
ur.01000154307.99,PLOS,GB,1
ur.01000157651.57,PLOS,FR,1
ur.01000157757.24,PLOS,GB,1
ur.01000200133.51,PLOS,US,1
ur.01000213534.23,PLOS,US,1
ur.01000221616.17,PLOS,FR,1
ur.01000224112.21,PLOS,CN,2
ur.010002612777.77,PLOS,US,1
ur.010003000707.45,PLOS,GB,1
ur.010003134160.69,PLOS,IN,2
ur.01000317312.72,PLOS,GB,1
ur.01000317467.67,PLOS,GB,1
ur.01000323521.35,PLOS,AU,1
ur.01000327055.25,PLOS,CN,2
ur.01000332427.86,PLOS,HU,1
ur.01000336362.26,PLOS,ZM,2
ur.010003376512.50,PLOS,US,1
ur.01000347250.56,PLOS,CL,1
ur.010003511007.28,PLOS,ML,2
ur.01000364507.62,PLOS,GB,1
ur.01000400112.73,PLOS,ZA,2
ur.010004176453.59,PLOS,NE,2
ur.01000427142.57,PLOS,GB,1
ur.01000437634.10,PLOS,FR,1
ur.01000450355.47,PLOS,CA,1
ur.01000450541.14,PLOS,UG,2
ur.01000467514.72,PLOS,US,1
ur.01000474110.83,PLOS,FR,1
ur.01000526134.77,PLOS,CN,2
ur.01000531211.14,PLOS,US,1
ur.01000545430.06,PLOS,US,1
ur.01000554102.27,PLOS,US,1
ur.01000607351.89,PLOS,US,1
ur.010006107052.41,PLOS,US,1
ur.01000613764.24,PLOS,CN,2
ur.01000615423.99,PLOS,NL,1
ur.01000642214.09,PLOS,GB,1
ur.01000674616.79,PLOS,GB,1
ur.01000703745.91,PLOS,CH,1
ur.01000714640.22,PLOS,US,1
ur.010007161624.00,PLOS,DK,1
ur.01000734516.10,PLOS,GB,1
ur.01000743202.95,PLOS,DE,1
ur.01000755775.28,PLOS,IN,2
ur.01000770640.50,PLOS,AU,1
ur.01001002653.78,PLOS,IN,2
ur.01001033200.76,PLOS,US,1
ur.01001037465.49,PLOS,ZM,2
ur.01001057773.70,PLOS,TZ,2
ur.010010753624.00,PLOS,BD,2
ur.010010765337.44,PLOS,US,1
ur.01001077454.32,PLOS,IN,2
ur.01001077712.52,PLOS,US,1
ur.01001113112.07,PLOS,GB,1
ur.01001130005.20,PLOS,JP,1
ur.01001132347.74,PLOS,NO,1
ur.01001133105.93,PLOS,GB,1
ur.01001142567.10,PLOS,IT,1
ur.01001144433.77,PLOS,US,1
ur.01001162526.23,PLOS,DK,1
ur.01001166450.13,PLOS,US,1
ur.01001172116.74,PLOS,AR,1
ur.01001217005.40,PLOS,AU,1
ur.01001222347.21,PLOS,US,1
ur.01001231757.50,PLOS,KH,2
ur.010012501137.24,PLOS,GB,1
ur.01001257362.75,PLOS,AU,1
ur.010012720645.45,PLOS,GB,1
ur.01001277230.34,PLOS,US,1
ur.01001302135.30,PLOS,NL,1
ur.01001315423.92,PLOS,NL,1
ur.01001324722.89,PLOS,GB,1
ur.01001333673.40,PLOS,IT,1
ur.01001364650.66,PLOS,US,1
ur.01001371351.75,PLOS,GB,1
ur.01001406527.35,PLOS,GB,1
ur.010014120307.38,PLOS,ZA,2
ur.010014537677.09,PLOS,IT,1
ur.01001456331.82,PLOS,CA,1
ur.01001457744.94,PLOS,CH,1
ur.01001467776.68,PLOS,UG,2
ur.010015073305.54,PLOS,ES,1
ur.01001524701.54,PLOS,US,1
ur.01001561122.12,PLOS,SE,1
ur.01001563633.61,PLOS,GB,1
ur.010015744317.36,PLOS,CN,2
ur.010016372563.05,PLOS,CA,1
ur.01001641521.99,PLOS,US,1
ur.010017072027.44,PLOS,GB,1
ur.01001707265.58,PLOS,CH,1
ur.01001735334.46,PLOS,US,1
ur.010017427062.40,PLOS,UG,2
ur.010017601021.17,PLOS,AU,1
ur.01001762452.22,PLOS,KR,1
ur.010017664461.67,PLOS,US,1
ur.01002031561.92,PLOS,GB,1
ur.010020543327.33,PLOS,KE,2
ur.010021001274.69,PLOS,KR,1
ur.01002104210.11,PLOS,AU,1
ur.01002110407.64,PLOS,US,1
ur.01002137176.40,PLOS,UG,2
ur.01002151702.45,PLOS,CA,1
ur.01002203467.89,PLOS,GB,1
ur.010022202517.33,PLOS,MW,2
ur.01002225376.92,PLOS,CA,1
ur.010022375202.95,PLOS,CA,1
ur.01002242046.22,PLOS,CA,1
ur.01002250671.76,PLOS,ZM,2
ur.01002253531.97,PLOS,US,1
ur.01002255150.69,PLOS,IN,2
ur.010022653563.47,PLOS,HT,2
ur.01002265762.17,PLOS,IT,1
ur.01002277151.82,PLOS,DE,1
ur.010023035457.12,PLOS,ES,1
ur.01002316164.03,PLOS,FR,1
ur.01002325242.48,PLOS,GB,1
ur.01002325717.82,PLOS,CH,1
ur.01002337726.60,PLOS,US,1
ur.01002342222.24,PLOS,EG,2
ur.01002363013.39,PLOS,US,1
ur.01002370610.91,PLOS,GB,1
ur.01002377130.46,PLOS,AU,1
ur.010024213144.35,PLOS,DE,1
ur.01002445705.05,PLOS,GB,1
ur.010024602567.27,PLOS,BF,2
ur.01002472505.72,PLOS,GB,1
ur.01002511137.53,PLOS,CA,1
ur.01002536735.07,PLOS,US,1
ur.01002545174.02,PLOS,GB,1
ur.01002573047.54,PLOS,US,1
ur.01002576526.75,PLOS,US,1
ur.01002604500.31,PLOS,US,1
ur.01002612061.11,PLOS,US,1
ur.01002616026.32,PLOS,GB,1
ur.01002630502.43,PLOS,AU,1
ur.01002632723.30,PLOS,FR,1
ur.01002637641.01,PLOS,KH,2
ur.010026460715.10,PLOS,BE,1
ur.01002674645.09,PLOS,CN,2
ur.01002704250.29,PLOS,ZA,2
ur.01002712040.48,PLOS,JP,1
ur.01002712740.76,PLOS,CH,1
ur.01002723124.55,PLOS,IN,2
ur.01002726226.51,PLOS,US,1
ur.01002737173.12,PLOS,DE,1
ur.01002753544.32,PLOS,CH,1
ur.010027770142.69,PLOS,ET,2
ur.01003002264.61,PLOS,SE,1
ur.010030111652.00,PLOS,GB,1
ur.01003020216.55,PLOS,GB,1
ur.01003027142.72,PLOS,IN,2
ur.01003030043.23,PLOS,US,1
ur.01003036325.33,PLOS,TW,1
ur.010030417062.44,PLOS,ES,1
ur.01003050771.95,PLOS,RW,2
ur.01003056517.41,PLOS,CA,1
ur.01003072117.90,PLOS,US,1
ur.010031116537.26,PLOS,CN,2
ur.010031245262.42,PLOS,CN,2
ur.01003137666.68,PLOS,US,1
ur.01003157735.74,PLOS,SE,1
ur.01003175236.82,PLOS,US,1
ur.01003215063.11,PLOS,KE,2
ur.01003222575.13,PLOS,SE,1
ur.01003232106.89,PLOS,US,1
ur.01003232774.63,PLOS,IT,1
ur.01003244157.35,PLOS,US,1
ur.01003244474.44,PLOS,US,1
ur.01003257224.29,PLOS,NZ,1
ur.01003275415.57,PLOS,SE,1
ur.01003316600.34,PLOS,CN,2
ur.01003330412.25,PLOS,AU,1
ur.01003332064.69,PLOS,CN,2
ur.01003336225.05,PLOS,BD,2
ur.01003337532.83,PLOS,CM,2
ur.01003342001.79,PLOS,US,1
ur.01003360636.69,PLOS,NO,1
ur.01003416225.89,PLOS,KE,2
ur.01003430046.34,PLOS,CA,1
ur.01003434424.18,PLOS,FR,1
ur.01003435731.52,PLOS,FR,1
ur.01003436554.34,PLOS,IT,1
ur.01003441765.80,PLOS,NL,1
ur.01003443122.04,PLOS,US,1
ur.010034443352.12,PLOS,IN,2
ur.01003445524.97,PLOS,GB,1
ur.010034545445.91,PLOS,CN,2
ur.01003460567.51,PLOS,JP,1
ur.01003505654.51,PLOS,US,1
ur.01003521274.18,PLOS,FI,1
ur.010035220461.73,PLOS,JO,2
ur.01003524626.10,PLOS,FR,1
ur.01003530733.17,PLOS,US,1
ur.01003531754.34,PLOS,AU,1
ur.010035326043.53,PLOS,DE,1
ur.01003563064.29,PLOS,AU,1
ur.01003576536.11,PLOS,US,1
ur.01003600462.88,PLOS,IE,1
ur.01003620060.74,PLOS,TZ,2
ur.010036375661.36,PLOS,NL,1
ur.01003644243.97,PLOS,AU,1
ur.01003650144.93,PLOS,GB,1
ur.01003654654.16,PLOS,GB,1
ur.01003672563.32,PLOS,CN,2
ur.01003676603.68,PLOS,AU,1
ur.01003701543.97,PLOS,NL,1
ur.01003702745.30,PLOS,GB,1
ur.01003710361.37,PLOS,US,1
ur.01003725202.28,PLOS,US,1
ur.01003725424.65,PLOS,GB,1
ur.010037277470.39,PLOS,CH,1
ur.010037302137.14,PLOS,US,1
ur.01003730500.33,PLOS,SE,1
ur.01003734133.65,PLOS,FR,1
ur.01003757330.26,PLOS,US,1
ur.01003775060.46,PLOS,ID,2
ur.01004014752.04,PLOS,CA,1
ur.01004023354.37,PLOS,CN,2
ur.01004042621.95,PLOS,AT,1
ur.01004044406.57,PLOS,DE,1
ur.01004053125.17,PLOS,FR,1
ur.010040571207.22,PLOS,LS,2
ur.010040672437.74,PLOS,US,1
ur.01004110612.33,PLOS,DE,1
ur.01004115572.26,PLOS,IN,2
ur.01004116565.51,PLOS,CH,1
ur.01004147731.01,PLOS,KE,2
ur.010041622027.39,PLOS,KR,1
ur.01004203213.05,PLOS,US,1
ur.010042225112.72,PLOS,US,1
ur.01004225606.68,PLOS,AU,1
ur.01004237537.90,PLOS,FR,1
ur.01004270067.05,PLOS,CH,1
ur.01004271763.71,PLOS,GB,1
ur.010043056447.43,PLOS,CN,2
ur.01004307133.51,PLOS,US,1
ur.01004310456.58,PLOS,US,1
ur.01004347633.12,PLOS,IN,2
ur.01004356140.23,PLOS,ZA,2
ur.01004364646.61,PLOS,CA,1
ur.01004400007.77,PLOS,DK,1
ur.01004427172.35,PLOS,US,1
ur.010044420427.08,PLOS,JO,2
ur.01004445123.33,PLOS,US,1
ur.01004503364.22,PLOS,US,1
ur.01004515134.71,PLOS,AU,1
ur.01004523176.12,PLOS,DE,1
ur.01004534021.43,PLOS,FR,1
ur.01004561366.11,PLOS,US,1
ur.01004605710.94,PLOS,FR,1
ur.01004606713.06,PLOS,US,1
ur.01004614224.05,PLOS,DE,1
ur.01004625741.05,PLOS,GB,1
ur.010046270237.54,PLOS,ZA,2
ur.01004633061.34,PLOS,US,1
ur.01004651460.38,PLOS,AU,1
ur.010046527751.95,PLOS,ML,2
ur.01004670534.47,PLOS,US,1
ur.01004712127.48,PLOS,US,1
ur.01004717651.06,PLOS,US,1
ur.010047232733.45,PLOS,AU,1
ur.010047233633.37,PLOS,GB,1
ur.01004732051.24,PLOS,US,1
ur.01004762515.90,PLOS,DE,1
ur.01005011432.97,PLOS,GB,1
ur.01005017746.37,PLOS,ES,1
ur.010050177755.10,PLOS,GB,1
ur.01005027233.42,PLOS,FR,1
ur.01005031430.27,PLOS,US,1
ur.010050404572.41,PLOS,US,1
ur.01005062530.43,PLOS,CA,1
ur.010050743351.12,PLOS,GB,1
ur.010051045157.41,PLOS,GB,1
ur.010051335312.47,PLOS,IN,2
ur.01005150604.48,PLOS,HU,1
ur.01005154753.23,PLOS,IT,1
ur.01005202573.27,PLOS,FI,1
ur.01005203363.26,PLOS,US,1
ur.01005211162.28,PLOS,US,1
ur.01005213556.56,PLOS,GR,1
ur.01005247161.17,PLOS,AU,1
ur.01005247445.02,PLOS,US,1
ur.01005323126.50,PLOS,GB,1
ur.01005331727.91,PLOS,GB,1
ur.01005342260.59,PLOS,GH,2
ur.01005364072.23,PLOS,MX,2
ur.010053764424.93,PLOS,PL,1
ur.01005441653.52,PLOS,HR,1
ur.01005451314.29,PLOS,FR,1
ur.01005470461.05,PLOS,US,1
ur.01005474325.57,PLOS,GB,1
ur.01005530413.49,PLOS,US,1
ur.01005540342.44,PLOS,US,1
ur.01005545444.11,PLOS,DE,1
ur.010055472357.32,PLOS,CH,1
ur.01005553363.10,PLOS,US,1
ur.01005557512.99,PLOS,DK,1
ur.010055672325.33,PLOS,CN,2
ur.010055702274.04,PLOS,GB,1
ur.01005575755.36,PLOS,AU,1
ur.01005601504.36,PLOS,LK,2
ur.01005614515.79,PLOS,GB,1
ur.01005701134.94,PLOS,US,1
ur.01005705512.22,PLOS,MA,2
ur.010057502377.53,PLOS,GB,1
ur.010060010573.06,PLOS,US,1
ur.010060145407.47,PLOS,US,1
ur.01006015331.07,PLOS,US,1
ur.01006020405.20,PLOS,CH,1
ur.01006030665.37,PLOS,GB,1
ur.010060311077.82,PLOS,GR,1
ur.010060376643.00,PLOS,IN,2
ur.01006042373.50,PLOS,FR,1
ur.01006062350.07,PLOS,GB,1
ur.01006101004.20,PLOS,US,1
ur.01006105066.83,PLOS,FR,1
ur.01006107443.13,PLOS,GB,1
ur.010061170431.16,PLOS,FR,1
ur.010061324402.27,PLOS,VN,2
ur.01006135327.26,PLOS,US,1
ur.01006153463.19,PLOS,FR,1
ur.01006153604.90,PLOS,NO,1
ur.01006173021.02,PLOS,DK,1
ur.01006220020.47,PLOS,GB,1
ur.01006223071.43,PLOS,IN,2
ur.010062347637.62,PLOS,NL,1
ur.01006241220.21,PLOS,CN,2
ur.01006247103.31,PLOS,SE,1
ur.01006260426.96,PLOS,GB,1
ur.01006262006.65,PLOS,GB,1
ur.01006264760.87,PLOS,CH,1
ur.01006275541.16,PLOS,GB,1
ur.01006301664.21,PLOS,US,1
ur.01006306201.79,PLOS,TH,2
ur.01006314655.16,PLOS,GB,1
ur.01006321321.25,PLOS,ZA,2
ur.01006326326.54,PLOS,DE,1
ur.01006336021.57,PLOS,US,1
ur.01006337650.00,PLOS,SE,1
ur.01006373031.51,PLOS,NO,1
ur.01006377234.35,PLOS,SE,1
ur.01006407316.84,PLOS,US,1
ur.01006410206.09,PLOS,NL,1
ur.01006424470.35,PLOS,GB,1
ur.01006432223.43,PLOS,TZ,2
ur.01006470375.67,PLOS,CL,1
ur.01006503700.60,PLOS,US,1
ur.01006511421.29,PLOS,GB,1
ur.010065146444.79,PLOS,IL,1
ur.01006515663.99,PLOS,KR,1
ur.01006517064.87,PLOS,GB,1
ur.010065171457.69,PLOS,US,1
ur.01006524472.69,PLOS,US,1
ur.01006544737.48,PLOS,NL,1
ur.01006575073.42,PLOS,GB,1
ur.010066137431.98,PLOS,IE,1
ur.01006617146.20,PLOS,BD,2
ur.01006617332.10,PLOS,IN,2
ur.01006627603.14,PLOS,GB,1
ur.01006663330.45,PLOS,NL,1
ur.01006672374.13,PLOS,UG,2
ur.010066735402.88,PLOS,US,1
ur.010066765037.41,PLOS,CA,1
ur.01006704121.04,PLOS,IE,1
ur.01006726300.87,PLOS,US,1
ur.01006741416.14,PLOS,US,1
ur.01006746763.27,PLOS,US,1
ur.01006762126.88,PLOS,US,1
ur.01006777104.69,PLOS,NL,1
ur.01007001613.96,PLOS,GB,1
ur.01007012002.41,PLOS,US,1
ur.01007012026.50,PLOS,RW,2
ur.010070141644.48,PLOS,NL,1
ur.01007022133.50,PLOS,ZA,2
ur.010070374252.83,PLOS,US,1
ur.010070413264.38,PLOS,FI,1
ur.010070530137.26,PLOS,BR,2
ur.01007065157.83,PLOS,ZA,2
ur.010070701462.05,PLOS,CN,2
ur.01007073606.08,PLOS,GB,1
ur.01007075342.13,PLOS,GB,1
ur.01007100263.27,PLOS,ZA,2
ur.01007103341.84,PLOS,ES,1
ur.01007124441.82,PLOS,GM,2
ur.010071337771.91,PLOS,LK,2
ur.01007141545.97,PLOS,TZ,2
ur.01007141736.09,PLOS,GB,1
ur.010071452147.58,PLOS,GM,2
ur.01007146366.19,PLOS,NL,1
ur.01007162012.50,PLOS,US,1
ur.01007176513.77,PLOS,GB,1
ur.01007202406.15,PLOS,CA,1
ur.010072032027.73,PLOS,AU,1
ur.01007221574.65,PLOS,AU,1
ur.010072340332.14,PLOS,GB,1
ur.01007277723.95,PLOS,US,1
ur.01007304625.83,PLOS,CA,1
ur.010073114737.96,PLOS,AU,1
ur.01007375027.42,PLOS,CA,1
ur.01007407040.28,PLOS,GB,1
ur.01007461755.94,PLOS,SL,2
ur.01007516334.55,PLOS,NL,1
ur.01007520366.57,PLOS,US,1
ur.010075246350.09,PLOS,US,1
ur.01007532114.06,PLOS,US,1
ur.010075340637.84,PLOS,FR,1
ur.01007543401.16,PLOS,US,1
ur.01007557236.23,PLOS,US,1
ur.01007566546.40,PLOS,ES,1
ur.01007573334.38,PLOS,US,1
ur.01007601275.21,PLOS,US,1
ur.010076346013.41,PLOS,GB,1
ur.01007637553.76,PLOS,SN,2
ur.01007661702.29,PLOS,AU,1
ur.01007663672.24,PLOS,DK,1
ur.01007671117.39,PLOS,US,1
ur.01007673457.55,PLOS,AU,1
ur.010077012424.29,PLOS,CN,2
ur.01007713003.08,PLOS,SE,1
ur.01007715271.18,PLOS,US,1
ur.01007716054.42,PLOS,GB,1
ur.010077515477.43,PLOS,NL,1
ur.01007754022.41,PLOS,CA,1
ur.010077615672.80,PLOS,DE,1
ur.01007762006.46,PLOS,FR,1
ur.010077620450.74,PLOS,CN,2
ur.010077712643.14,PLOS,GB,1
ur.01007772323.23,PLOS,JP,1
ur.010100160251.96,PLOS,MX,2
ur.01010023733.27,PLOS,US,1
ur.010100474372.19,PLOS,IN,2
ur.01010067410.63,PLOS,US,1
ur.01010116700.30,PLOS,BF,2
ur.01010120102.46,PLOS,TH,2
ur.01010141170.06,PLOS,GB,1
ur.010101741377.12,PLOS,GM,2
ur.01010177220.81,PLOS,FR,1
ur.01010203670.42,PLOS,ET,2
ur.01010211672.28,PLOS,GB,1
ur.01010213547.53,PLOS,AU,1
ur.01010220245.84,PLOS,US,1
ur.01010277140.38,PLOS,TH,2
ur.01010312001.94,PLOS,NL,1
ur.01010325123.91,PLOS,US,1
ur.01010334452.03,PLOS,AU,1
ur.01010360026.26,PLOS,NL,1
ur.01010376417.48,PLOS,ZA,2
ur.010103767303.11,PLOS,GB,1
ur.01010435762.68,PLOS,CN,2
ur.01010454231.95,PLOS,NO,1
ur.01010457730.12,PLOS,CA,1
ur.01010460260.42,PLOS,FI,1
ur.01010464401.30,PLOS,SL,2
ur.01010510444.72,PLOS,US,1
ur.01010513405.46,PLOS,IT,1
ur.01010523770.22,PLOS,DK,1
ur.01010524275.25,PLOS,TH,2
ur.01010555221.14,PLOS,GB,1
ur.01010564216.54,PLOS,CH,1
ur.01010565533.90,PLOS,ES,1
ur.01010613462.84,PLOS,GB,1
ur.01010643625.40,PLOS,CH,1
ur.010106501555.79,PLOS,ZA,2
ur.010106555401.32,PLOS,IN,2
ur.01010666571.04,PLOS,US,1
ur.01010672023.09,PLOS,US,1
ur.01010701573.25,PLOS,SE,1
ur.01010704307.28,PLOS,BD,2
ur.01010742244.74,PLOS,AU,1
ur.01011012537.63,PLOS,US,1
ur.01011024357.00,PLOS,CA,1
ur.01011052032.95,PLOS,AU,1
ur.01011103506.35,PLOS,US,1
ur.01011111774.82,PLOS,CN,2
ur.01011142650.04,PLOS,SL,2
ur.01011155744.13,PLOS,US,1
ur.01011160377.23,PLOS,CA,1
ur.01011175574.17,PLOS,AU,1
ur.010111763477.10,PLOS,CN,2
ur.01011207104.29,PLOS,ZW,2
ur.01011217761.72,PLOS,GB,1
ur.01011221310.54,PLOS,US,1
ur.010112254725.87,PLOS,US,1
ur.01011226410.78,PLOS,SE,1
ur.010112317045.52,PLOS,DE,1
ur.01011234155.05,PLOS,SE,1
ur.01011242145.25,PLOS,US,1
ur.010112452707.35,PLOS,CN,2
ur.010112477113.11,PLOS,KR,1
ur.01011255046.67,PLOS,US,1
ur.01011260470.60,PLOS,GB,1
ur.01011261364.92,PLOS,US,1
ur.01011313174.90,PLOS,VN,2
ur.01011347230.39,PLOS,GB,1
ur.01011401675.82,PLOS,DE,1
ur.010114075515.83,PLOS,CU,2
ur.01011414246.79,PLOS,US,1
ur.01011455166.43,PLOS,US,1
ur.01011461504.98,PLOS,US,1
ur.01011461550.55,PLOS,FR,1
ur.01011463320.36,PLOS,FR,1
ur.01011470354.29,PLOS,GB,1
ur.01011502453.65,PLOS,CN,2
ur.01011523753.14,PLOS,DE,1
ur.01011532773.03,PLOS,DE,1
ur.01011546410.45,PLOS,US,1
ur.01011570322.65,PLOS,BY,2
ur.010115762124.00,PLOS,KR,1
ur.010115766245.30,PLOS,GB,1
ur.01011607747.63,PLOS,ZA,2
ur.01011622357.39,PLOS,AU,1
ur.01011636720.17,PLOS,IT,1
ur.01011637410.03,PLOS,FR,1
ur.010116403642.20,PLOS,US,1
ur.01011655147.94,PLOS,GB,1
ur.01011666324.03,PLOS,US,1
ur.010116720127.11,PLOS,US,1
ur.010116745517.37,PLOS,US,1
ur.010117071177.23,PLOS,CN,2
ur.01011731531.45,PLOS,US,1
ur.01011743755.08,PLOS,GB,1
ur.01011746262.22,PLOS,LK,2
ur.01011754341.74,PLOS,RO,2
ur.01012001344.07,PLOS,NL,1
ur.01012001470.13,PLOS,GB,1
ur.01012021163.23,PLOS,US,1
ur.010120270237.79,PLOS,US,1
ur.01012040600.14,PLOS,GB,1
ur.01012051565.68,PLOS,FI,1
ur.01012122463.70,PLOS,GB,1
ur.01012127216.20,PLOS,US,1
ur.01012127621.38,PLOS,ZA,2
ur.01012151760.39,PLOS,UG,2
ur.01012165552.07,PLOS,GB,1
ur.01012215504.20,PLOS,NO,1
ur.010122321433.73,PLOS,LS,2
ur.01012266575.08,PLOS,US,1
ur.01012310162.58,PLOS,AU,1
ur.010123240602.15,PLOS,US,1
ur.01012334436.17,PLOS,GB,1
ur.01012335473.06,PLOS,US,1
ur.01012343146.97,PLOS,FR,1
ur.01012346557.50,PLOS,DE,1
ur.010123551636.56,PLOS,US,1
ur.010123636522.68,PLOS,CN,2
ur.01012407267.22,PLOS,FR,1
ur.01012407622.14,PLOS,RU,1
ur.01012422342.47,PLOS,BR,2
ur.01012430413.71,PLOS,US,1
ur.01012440133.21,PLOS,GB,1
ur.01012443065.19,PLOS,DE,1
ur.010124506563.28,PLOS,GB,1
ur.010124510045.28,PLOS,NL,1
ur.01012477212.29,PLOS,GB,1
ur.010125033015.90,PLOS,NO,1
ur.01012514600.42,PLOS,US,1
ur.010125355613.11,PLOS,CH,1
ur.01012556701.17,PLOS,AU,1
ur.01012567603.24,PLOS,JP,1
ur.01012571335.67,PLOS,ES,1
ur.01012571622.29,PLOS,GB,1
ur.010125716732.14,PLOS,US,1
ur.01012610564.38,PLOS,GB,1
ur.01012621004.29,PLOS,FR,1
ur.01012624633.88,PLOS,GB,1
ur.01012625637.31,PLOS,GB,1
ur.01012640447.91,PLOS,US,1
ur.01012650470.99,PLOS,KR,1
ur.010126512043.38,PLOS,IN,2
ur.01012663233.81,PLOS,ZA,2
ur.01012663600.65,PLOS,CH,1
ur.01012676704.90,PLOS,US,1
ur.010127123174.81,PLOS,US,1
ur.01012717432.12,PLOS,GB,1
ur.010127227533.15,PLOS,AU,1
ur.01012725144.32,PLOS,US,1
ur.01012735741.50,PLOS,GB,1
ur.01012741005.50,PLOS,GB,1
ur.01012742716.99,PLOS,US,1
ur.01012767207.39,PLOS,US,1
ur.01013024611.41,PLOS,IT,1
ur.01013034616.34,PLOS,US,1
ur.010130357332.96,PLOS,US,1
ur.01013060143.06,PLOS,GB,1
ur.010130645577.31,PLOS,US,1
ur.010130723765.06,PLOS,US,1
ur.01013107362.22,PLOS,GB,1
ur.01013123221.35,PLOS,KR,1
ur.010131317427.46,PLOS,US,1
ur.01013142417.03,PLOS,IN,2
ur.01013147626.19,PLOS,IE,1
ur.01013154315.37,PLOS,SG,1
ur.01013164043.98,PLOS,US,1
ur.01013242545.03,PLOS,DK,1
ur.01013261701.08,PLOS,JP,1
ur.01013276301.30,PLOS,US,1
ur.010133025037.52,PLOS,CH,1
ur.01013311430.06,PLOS,SE,1
ur.010133200453.25,PLOS,GB,1
ur.01013323751.92,PLOS,FR,1
ur.01013337450.61,PLOS,SE,1
ur.01013345173.52,PLOS,US,1
ur.01013346336.95,PLOS,FR,1
ur.010133546072.16,PLOS,BD,2
ur.01013365670.74,PLOS,NL,1
ur.01013376003.32,PLOS,BD,2
ur.01013423063.07,PLOS,FR,1
ur.01013452327.67,PLOS,GB,1
ur.01013460045.84,PLOS,EG,2
ur.01013466405.47,PLOS,NO,1
ur.01013471260.10,PLOS,SE,1
ur.01013500653.32,PLOS,FR,1
ur.01013503722.79,PLOS,GM,2
ur.010135345774.03,PLOS,GB,1
ur.01013547411.10,PLOS,US,1
ur.01013552305.55,PLOS,DK,1
ur.01013557046.56,PLOS,AU,1
ur.01013561351.59,PLOS,TH,2
ur.010136022771.87,PLOS,GB,1
ur.01013604207.04,PLOS,DE,1
ur.01013622544.10,PLOS,CN,2
ur.010136322634.68,PLOS,IN,2
ur.01013647663.81,PLOS,ZA,2
ur.010136714607.06,PLOS,NL,1
ur.01013674553.73,PLOS,US,1
ur.01013720344.93,PLOS,GB,1
ur.01013731327.71,PLOS,US,1
ur.01013745714.54,PLOS,US,1
ur.01013746575.52,PLOS,US,1
ur.01013747367.23,PLOS,US,1
ur.01013755425.33,PLOS,GB,1
ur.01013764423.51,PLOS,BE,1
ur.01013764716.44,PLOS,US,1
ur.010137660027.25,PLOS,US,1
ur.010140047137.06,PLOS,US,1
ur.01014036733.13,PLOS,TZ,2
ur.01014105624.41,PLOS,GB,1
ur.010141122462.06,PLOS,US,1
ur.010141426733.92,PLOS,US,1
ur.01014157327.60,PLOS,FR,1
ur.01014167131.14,PLOS,US,1
ur.01014204460.18,PLOS,US,1
ur.01014214400.04,PLOS,AU,1
ur.01014232611.51,PLOS,GB,1
ur.01014252750.10,PLOS,ZA,2
ur.010142751617.52,PLOS,GH,2
ur.010143062444.75,PLOS,GB,1
ur.01014312410.03,PLOS,GB,1
ur.01014313020.12,PLOS,US,1
ur.01014314043.67,PLOS,NL,1
ur.01014315235.44,PLOS,US,1
ur.01014333142.29,PLOS,US,1
ur.01014335315.65,PLOS,CA,1
ur.01014347567.01,PLOS,US,1
ur.01014354004.17,PLOS,PG,2
ur.010143612327.72,PLOS,GB,1
ur.01014372050.06,PLOS,US,1
ur.010144104064.23,PLOS,CN,2
ur.01014420163.34,PLOS,DE,1
ur.01014435001.39,PLOS,GB,1
ur.01014456507.79,PLOS,US,1
ur.01014475460.49,PLOS,US,1
ur.01014475706.19,PLOS,GB,1
ur.01014513667.57,PLOS,GB,1
ur.010145666116.40,PLOS,US,1
ur.01014571647.84,PLOS,RE,1
ur.01014576003.50,PLOS,GB,1
ur.01014604576.39,PLOS,ET,2
ur.01014637724.94,PLOS,CA,1
ur.010146402053.61,PLOS,GB,1
ur.010146452600.57,PLOS,IN,2
ur.01014650334.18,PLOS,RW,2
ur.010146517105.13,PLOS,US,1
ur.010146522210.97,PLOS,DE,1
ur.01014717754.14,PLOS,SE,1
ur.010147202463.95,PLOS,US,1
ur.010147233125.78,PLOS,US,1
ur.01014741423.00,PLOS,NP,2
ur.01014767040.43,PLOS,NL,1
ur.010147676135.24,PLOS,US,1
ur.01015007403.09,PLOS,SE,1
ur.01015010750.53,PLOS,FI,1
ur.010150123637.88,PLOS,GB,1
ur.01015033011.40,PLOS,SN,2
ur.01015033016.43,PLOS,CH,1
ur.01015042005.47,PLOS,US,1
ur.01015045346.23,PLOS,GB,1
ur.01015071271.57,PLOS,DE,1
ur.010150754773.13,PLOS,US,1
ur.010151003243.63,PLOS,DE,1
ur.01015102267.53,PLOS,US,1
ur.01015105632.22,PLOS,US,1
ur.01015106362.00,PLOS,NO,1
ur.01015107133.85,PLOS,ES,1
ur.01015130015.23,PLOS,BR,2
ur.01015130571.33,PLOS,US,1
ur.010151433704.34,PLOS,MW,2
