,total,total,total,LMICs_perc,LMICs_perc,LMICs_perc,avg_bc,avg_bc,bc_ci,total_ci
,mean,std,sum,min,max,mean,mean,std,,
bc_bin,,,,,,,,,,
q1,18.014742014742016,6.149594793794215,7332,0.0,0.0,0.0,110332.84384442192,189986.23334943136,4348.775373979653,0.14076391708876315
q2,25.742014742014742,21.159371303523493,10477,0.0,5.26315789473684,3.0140796047258305,133060.86479797776,167147.70065565038,3200.6486780858845,0.40517287121569207
q3,21.08108108108108,10.514161728732427,8580,5.26315789473684,8.33333333333333,6.694190462602979,107699.36653733077,152041.9353739304,3217.1833811686497,0.22247800448873603
q4,20.42751842751843,8.539334054400255,8314,8.33333333333333,37.5,13.633344738199394,121998.77510840805,165749.13563537758,3562.889338128467,0.18355873857508154
